RA,Ano,Fase,fase_num,Fase_Ideal,Defasagem,INDE_ano,IAA,IEG,IPS,IPP,IDA,IPV,IAN,Mat,Por,Ing,Idade,ano_nasc_obs,Gênero,Ano ingresso,Pedra_ano,Instituicao,Pedra20,Pedra21,Pedra22_hist,Pedra23_hist,INDE22_hist,INDE23_hist,Atingiu_PV,Rec_Psicologia,ano_nasc,idade_padronizada,Fase_Ideal_base,Defasagem_base,fase_ideal_num,IDA_original,IPP_origem,_ipp_reconstruido_invalido,_recuperado_algebrico,excluir_tudo,n_feat_modelo,motivo_exclusao_modelo,excluir_modelo
RA-1126,2023,FASE 2,2,3,-1,,,5.2,3.77,7.291666667,,7.06,5.0,,,,12.0,2011,Feminino,2023,,Pública,,,,,,,,,2011,12,Fase 3 (7° e 8° ano),-1,3,,coletado,False,,False,3,feature_ausente_sem_imputacao,True
RA-1127,2023,FASE 2,2,2,0,8.3167,8.5,9.9,5.02,8.125,6.8,9.01,10.0,5.0,8.7,,,2012,Feminino,2023,Topázio,Pública,,,,,,,,,2012,11,Fase 2 (5° e 6° ano),0,2,6.9,coletado,False,,False,5,,False
RA-1128,2023,FASE 2,2,3,-1,6.404533333,9.5,7.3,5.02,7.916666667,3.5,7.503333333,5.0,3.0,4.0,,12.0,2011,Masculino,2023,Agata,Pública,,,,,,,,,2011,12,Fase 3 (7° e 8° ano),-1,3,3.5,coletado,False,,False,5,,False
RA-1129,2023,FASE 2,2,2,0,7.309333333,,9.2,6.27,7.916666667,7.8,7.503333333,10.0,6.8,8.7,,11.0,2012,Masculino,2023,Ametista,Pública,,,,,,,,,2012,11,Fase 2 (5° e 6° ano),0,2,7.8,coletado,False,,False,4,feature_ausente_sem_imputacao,True
RA-1130,2023,FASE 2,2,2,0,8.0037,8.5,8.4,7.52,7.708333333,7.2,7.503333333,10.0,6.3,8.2,,11.0,2012,Masculino,2023,Topázio,Pública,,,,,,,,,2012,11,Fase 2 (5° e 6° ano),0,2,7.3,coletado,False,,False,5,,False
RA-1131,2023,FASE 2,2,3,-1,8.316133333,7.9,9.9,5.02,8.75,9.1,9.286666667,5.0,8.3,9.8,,12.0,2011,Feminino,2023,Topázio,Pública,,,,,,,,,2011,12,Fase 3 (7° e 8° ano),-1,3,9.1,coletado,False,,False,5,,False
RA-1132,2023,FASE 2,2,3,-1,6.829533333,10.0,6.3,6.27,7.916666667,5.8,7.503333333,5.0,5.2,6.3,,12.0,2011,Masculino,2023,Agata,Pública,,,,,,,,,2011,12,Fase 3 (7° e 8° ano),-1,3,5.8,coletado,False,,False,5,,False
RA-1133,2023,FASE 2,2,2,0,8.600033333,9.5,10.0,6.27,8.541666667,6.5,9.343333333,10.0,5.0,8.0,,10.0,2013,Feminino,2023,Topázio,Pública,,,,,,,,,2013,10,Fase 2 (5° e 6° ano),0,2,6.5,coletado,False,,False,5,,False
RA-1134,2023,FASE 2,2,3,-1,7.769866667,8.0,9.7,3.76,7.916666667,6.8,7.56,5.0,5.5,8.0,,11.0,2011,Masculino,2023,Ametista,Pública,,,,,,,,,2011,12,Fase 2 (5° e 6° ano),0,3,6.8,coletado,False,,False,5,,False
RA-618,2023,FASE 2,2,4,-2,6.4745,,9.2,5.02,8.125,6.2,7.95,5.0,4.5,7.8,,,2009,Masculino,2020,Agata,Pública,Ametista,Ametista,Ametista,,7.18,,,,2009,14,Fase 4 (9° ano),-2,4,6.2,coletado,False,,False,4,feature_ausente_sem_imputacao,True
RA-631,2023,FASE 2,2,3,-1,5.954666667,0.0,6.4,6.27,7.916666667,7.0,6.78,5.0,6.0,8.0,,13.0,2010,Masculino,2022,Quartzo,Pública,,,Ágata,,6.928,,,,2010,13,Fase 3 (7° e 8° ano),-1,3,7.0,coletado,False,IAA,False,5,,False
RA-646,2023,FASE 2,2,4,-2,8.3547,10.0,8.9,7.52,8.958333333,8.3,8.783333333,5.0,8.2,8.5,,13.0,2009,Masculino,2019,Topázio,Pública,Ametista,Ametista,Topázio,,8.181,,,,2009,14,Fase 3 (7° e 8° ano),-1,4,8.4,coletado,False,,False,5,,False
RA-451,2023,FASE 2,2,4,-2,8.386033333,8.5,9.5,4.39,9.375,8.9,9.896666667,5.0,7.8,10.0,,14.0,2009,Feminino,2019,Topázio,Pública,Ametista,Quartzo,Ágata,,6.434,,,,2009,14,Fase 4 (9° ano),-2,4,8.9,coletado,False,,False,5,,False
RA-1135,2023,FASE 2,2,3,-1,7.453833333,4.9,9.4,7.52,8.125,7.2,7.896666667,5.0,4.8,9.5,,11.0,2011,Masculino,2023,Ametista,Pública,,,,,,,,,2011,12,Fase 2 (5° e 6° ano),0,3,7.2,coletado,False,IAA,False,5,,False
RA-649,2023,FASE 2,2,3,-1,7.579533333,9.0,9.3,3.77,8.75,6.5,8.836666667,5.0,3.8,9.2,,,2010,Feminino,2019,Ametista,Pública,Ágata,Ametista,Ametista,,7.302,,,,2010,13,Fase 3 (7° e 8° ano),-1,3,6.5,coletado,False,,False,5,,False
RA-651,2023,FASE 2,2,2,0,7.332,0.1,8.2,3.77,8.75,9.2,7.95,10.0,9.8,8.7,,,2012,Feminino,2022,Ametista,Pública,,,Ametista,,7.866,,,,2012,11,Fase 2 (5° e 6° ano),0,2,9.3,coletado,False,IAA,False,5,,False
RA-1136,2023,FASE 2,2,4,-2,6.7351,6.8,8.1,2.52,8.333333333,6.6,7.723333333,5.0,4.8,8.3,,13.0,2009,Feminino,2023,Agata,Pública,,,,,,,,,2009,14,Fase 3 (7° e 8° ano),-1,4,6.6,coletado,False,,False,5,,False
RA-653,2023,FASE 2,2,3,-1,7.385666667,0.1,9.8,6.27,9.166666667,7.8,9.06,5.0,7.7,8.0,,12.0,2011,Feminino,2022,Ametista,Pública,,,Topázio,,8.101,,,,2011,12,Fase 3 (7° e 8° ano),-1,3,7.9,coletado,False,IAA,False,5,,False
RA-456,2023,FASE 2,2,3,-1,7.518,0.1,8.3,4.39,9.583333333,9.8,9.953333333,5.0,9.7,10.0,,12.0,2010,Feminino,2022,Ametista,Pública,,,Ametista,,7.193,,,,2010,13,Fase 3 (7° e 8° ano),-1,3,9.9,coletado,False,IAA,False,5,,False
RA-655,2023,FASE 2,2,3,-1,8.3198,7.4,9.9,7.52,9.166666667,8.2,8.896666667,5.0,7.2,9.3,,13.0,2010,Feminino,2019,Topázio,Pública,Ametista,Ametista,Ametista,,7.785,,,,2010,13,Fase 3 (7° e 8° ano),-1,3,8.3,coletado,False,,False,5,,False
RA-656,2023,FASE 2,2,3,-1,6.780833333,-0.0,8.9,7.52,8.541666667,7.3,7.173333333,5.0,5.8,8.8,,12.0,2011,Feminino,2020,Agata,Pública,Topázio,Ametista,Ágata,,6.652,,,,2011,12,Fase 3 (7° e 8° ano),-1,3,7.3,coletado,False,IAA,False,5,,False
RA-657,2023,FASE 2,2,3,-1,8.3532,8.5,10.0,7.52,8.75,8.2,8.73,5.0,7.0,9.3,,,2010,Feminino,2021,Topázio,Pública,,Ametista,Topázio,,8.093,,,,2010,13,Fase 3 (7° e 8° ano),-1,3,8.2,coletado,False,,False,5,,False
RA-644,2023,FASE 2,2,3,-1,6.897033333,10.0,5.6,7.52,8.541666667,5.8,7.503333333,5.0,4.0,7.7,,,2011,Feminino,2021,Agata,Pública,,Ametista,Ametista,,7.83,,,,2011,12,Fase 3 (7° e 8° ano),-1,3,5.9,coletado,False,,False,5,,False
RA-461,2023,FASE 2,2,3,-1,7.2379,7.3,7.9,3.77,8.541666667,7.3,8.616666667,5.0,5.7,9.0,,12.0,2010,Feminino,2018,Ametista,Pública,Ametista,Ametista,Quartzo,,5.451,,,,2010,13,Fase 3 (7° e 8° ano),-1,3,7.4,coletado,False,,False,5,,False
RA-632,2023,FASE 2,2,2,0,7.8768,4.7,9.1,5.64,8.333333333,7.4,8.563333333,10.0,6.8,8.0,,11.0,2012,Feminino,2022,Ametista,Pública,,,Ágata,,6.996,,,,2012,11,Fase 2 (5° e 6° ano),0,2,7.4,coletado,False,,False,5,,False
RA-633,2023,FASE 2,2,3,-1,6.6552,1.7,8.1,6.27,8.541666667,7.2,7.286666667,5.0,5.3,9.0,,,2011,Feminino,2020,Agata,Pública,Ametista,Ágata,Ametista,,7.476,,,,2011,12,Fase 3 (7° e 8° ano),-1,3,7.2,coletado,False,,False,5,,False
RA-1137,2023,FASE 2,2,2,0,8.743366667,9.5,9.8,6.27,9.375,6.5,9.843333333,10.0,6.0,7.0,,10.0,2013,Feminino,2023,Topázio,Pública,,,,,,,,,2013,10,Fase 2 (5° e 6° ano),0,2,6.5,coletado,False,,False,5,,False
RA-1138,2023,FASE 2,2,3,-1,8.3472,9.0,9.2,6.27,9.166666667,9.2,8.566666667,5.0,9.0,9.5,,12.0,2011,Feminino,2023,Topázio,Pública,,,,,,,,,2011,12,Fase 3 (7° e 8° ano),-1,3,9.3,coletado,False,,False,5,,False
RA-1139,2023,FASE 2,2,2,0,7.6647,8.5,9.1,5.64,8.125,5.3,7.79,10.0,6.3,4.3,,11.0,2012,Masculino,2023,Ametista,Pública,,,,,,,,,2012,11,Fase 2 (5° e 6° ano),0,2,5.3,coletado,False,,False,5,,False
RA-1140,2023,FASE 2,2,2,0,7.703533333,4.7,8.7,7.52,7.708333333,7.2,7.62,10.0,8.5,6.0,,11.0,2012,Feminino,2023,Ametista,Pública,,,,,,,,,2012,11,Fase 2 (5° e 6° ano),0,2,7.3,coletado,False,,False,5,,False
RA-445,2023,FASE 2,2,3,-1,7.9087,8.0,8.8,6.89,8.541666667,8.3,8.176666667,5.0,7.7,9.0,,13.0,2010,Masculino,2022,Ametista,Pública,,,Ágata,,6.924,,,,2010,13,Fase 3 (7° e 8° ano),-1,3,8.4,coletado,False,,False,5,,False
RA-1141,2023,FASE 2,2,3,-1,7.2757,9.0,8.8,7.52,7.708333333,5.8,7.113333333,5.0,5.5,6.2,,12.0,2011,Feminino,2023,Ametista,Pública,,,,,,,,,2011,12,Fase 3 (7° e 8° ano),-1,3,5.9,coletado,False,,False,5,,False
RA-639,2023,FASE 2,2,2,0,7.5853,7.4,8.1,6.27,8.125,6.3,7.62,10.0,4.8,7.8,,11.0,2012,Feminino,2021,Ametista,Pública,,Ametista,Ágata,,6.613,,,,2012,11,Fase 2 (5° e 6° ano),0,2,6.3,coletado,False,,False,5,,False
RA-1142,2023,FASE 2,2,2,0,9.175033333,9.0,10.0,7.52,8.541666667,10.0,8.343333333,10.0,10.0,10.0,,11.0,2012,Feminino,2023,Topázio,Pública,,,,,,,,,2012,11,Fase 2 (5° e 6° ano),0,2,10.0,coletado,False,,False,5,,False
RA-642,2023,FASE 2,2,2,0,8.416866667,9.5,9.2,6.27,8.75,6.5,9.173333333,10.0,5.7,7.2,,,2012,Feminino,2021,Topázio,Pública,,Topázio,Ametista,,7.75,,,,2012,11,Fase 2 (5° e 6° ano),0,2,6.5,coletado,False,,False,5,,False
RA-658,2023,FASE 2,2,2,0,8.438533333,9.5,9.5,7.52,7.916666667,6.0,9.173333333,10.0,5.3,6.8,,10.0,2012,Feminino,2022,Topázio,Pública,,,Ametista,,7.407,,,,2012,11,Fase 2 (5° e 6° ano),0,2,6.1,coletado,False,,False,5,,False
RA-588,2023,FASE 2,2,2,0,8.3527,8.0,9.6,2.52,8.958333333,7.8,9.673333333,10.0,7.5,8.0,,10.0,2013,Feminino,2021,Topázio,Privada - Programa de Apadrinhamento,,Topázio,Topázio,,8.622,,,,2013,10,Fase 2 (5° e 6° ano),0,2,7.8,coletado,False,,False,5,,False
RA-662,2023,FASE 2,2,3,-1,6.733566667,6.8,7.6,6.27,7.291666667,6.7,6.72,5.0,4.3,9.0,,12.0,2011,Feminino,2022,Agata,Pública,,,Ametista,,7.044,,,,2011,12,Fase 3 (7° e 8° ano),-1,3,6.7,coletado,False,,False,5,,False
RA-403,2023,FASE 2,2,3,-1,7.716366667,8.5,8.8,6.27,7.291666667,7.8,8.45,5.0,6.8,8.8,,,2010,Masculino,2020,Ametista,Pública,Ametista,Ametista,Ametista,,7.455,,,,2010,13,Fase 3 (7° e 8° ano),-1,3,7.8,coletado,False,,False,5,,False
RA-591,2023,FASE 2,2,3,-1,7.1472,9.0,8.5,6.27,5.833333333,6.8,7.333333333,5.0,6.2,7.5,,,2011,Masculino,2021,Ametista,Pública,,Ametista,Ametista,,7.507,,,,2011,12,Fase 3 (7° e 8° ano),-1,3,6.9,coletado,False,,False,5,,False
RA-592,2023,FASE 2,2,2,0,7.935466667,6.2,9.2,3.77,7.916666667,7.6,8.95,10.0,5.5,9.7,,11.0,2012,Feminino,2020,Ametista,Privada,Ametista,Ametista,Ametista,,7.381,,,,2012,11,Fase 2 (5° e 6° ano),0,2,7.6,coletado,False,,False,5,,False
RA-602,2023,FASE 2,2,3,-1,8.5592,10.0,9.6,7.52,8.75,8.1,9.51,5.0,7.3,8.8,,12.0,2011,Masculino,2019,Topázio,Pública,Ametista,Ametista,Ametista,,8.041,,,,2011,12,Fase 3 (7° e 8° ano),-1,3,8.1,coletado,False,,False,5,,False
RA-666,2023,FASE 2,2,2,0,8.720366667,9.5,9.1,7.52,8.541666667,7.1,9.62,10.0,6.7,7.5,,,2012,Masculino,2022,Topázio,Pública,,,Ametista,,7.929,,,,2012,11,Fase 2 (5° e 6° ano),0,2,7.1,coletado,False,,False,5,,False
RA-667,2023,FASE 2,2,3,-1,6.774866667,9.0,6.9,6.89,7.083333333,5.2,7.836666667,5.0,3.0,7.3,,12.0,2011,Masculino,2021,Agata,Pública,,Ametista,Quartzo,,5.844,,,,2011,12,Fase 3 (7° e 8° ano),-1,3,5.2,coletado,False,,False,5,,False
RA-422,2023,FASE 2,2,3,-1,5.57,0.1,7.8,7.52,6.666666667,4.3,6.106666667,5.0,3.0,5.7,,,2010,Masculino,2022,Quartzo,Pública,,,Ágata,,6.746,,,,2010,13,Fase 3 (7° e 8° ano),-1,3,4.4,coletado,False,IAA,False,5,,False
RA-595,2023,FASE 2,2,3,-1,5.078666667,0.1,7.0,7.52,6.666666667,3.2,5.55,5.0,3.2,3.3,,,2010,Masculino,2018,Quartzo,Pública,Ágata,Ametista,Quartzo,,5.18,,,,2010,13,Fase 3 (7° e 8° ano),-1,3,3.3,coletado,False,IAA,False,5,,False
RA-423,2023,FASE 2,2,3,-1,6.607533333,8.0,8.7,6.89,7.083333333,3.4,7.45,5.0,2.3,4.5,,13.0,2010,Feminino,2022,Agata,Pública,,,Ágata,,6.647,,,,2010,13,Fase 3 (7° e 8° ano),-1,3,3.4,coletado,False,,False,5,,False
RA-669,2023,FASE 2,2,3,-1,7.345033333,8.5,7.8,7.52,7.708333333,5.0,7.06,5.0,3.3,6.7,,11.0,2011,Masculino,2022,Ametista,Pública,,,Ametista,,7.475,,,,2011,12,Fase 2 (5° e 6° ano),0,3,5.0,coletado,False,,False,5,,False
RA-670,2023,FASE 2,2,2,0,8.6067,9.5,8.7,7.52,8.958333333,7.0,9.343333333,10.0,5.8,8.2,,,2012,Feminino,2022,Topázio,Pública,,,Ametista,,7.451,,,,2012,11,Fase 2 (5° e 6° ano),0,2,7.0,coletado,False,,False,5,,False
RA-609,2023,FASE 2,2,3,-1,6.463033333,9.5,6.4,7.52,6.875,5.2,6.216666667,5.0,3.2,7.3,,,2011,Masculino,2019,Agata,Pública,Ametista,Ágata,Ágata,,6.794,,,,2011,12,Fase 3 (7° e 8° ano),-1,3,5.3,coletado,False,,False,5,,False
RA-326,2023,FASE 3,3,3,0,8.65075,9.6,9.4,3.14,9.0625,8.2,9.76,10.0,8.3,7.5,8.8,13.0,2010,Feminino,2022,Topázio,Privada,,,Topázio,,8.22,,,,2010,13,Fase 3 (7° e 8° ano),0,3,8.2,coletado,False,,False,5,,False
RA-179,2023,FASE 3,3,3,0,8.437641667,8.8,9.4,7.52,8.59375,6.4,8.9225,10.0,8.7,6.3,4.3,12.0,2010,Masculino,2022,Topázio,Pública,,,Ametista,,7.993,,,,2010,13,Fase 3 (7° e 8° ano),0,3,6.4,coletado,False,,False,5,,False
RA-1143,2023,FASE 3,3,5,-2,6.445933333,8.8,7.0,6.26,7.5,5.3,6.2075,5.0,6.0,6.3,3.5,15.0,2008,Feminino,2023,Agata,Pública,,,,,,,,,2008,15,Fase 5 (1° EM),-2,5,5.3,coletado,False,,False,5,,False
RA-330,2023,FASE 3,3,5,-2,6.084875,9.6,7.2,6.89,6.71875,3.3,5.8275,5.0,3.8,3.8,2.3,,2008,Feminino,2018,Agata,Pública,Ágata,Ágata,Ágata,,6.446,,,,2008,15,Fase 5 (1° EM),-2,5,3.3,coletado,False,,False,5,,False
RA-332,2023,FASE 3,3,4,-1,8.002591667,9.2,8.4,8.76,8.28125,6.8,9.175,5.0,6.3,7.7,6.5,,2009,Masculino,2017,Topázio,Privada - Programa de Apadrinhamento,Ametista,Ametista,Ametista,,7.883,,,,2009,14,Fase 4 (9° ano),-1,4,6.8,coletado,False,,False,5,,False
RA-199,2023,FASE 3,3,4,-1,7.892341667,9.2,7.6,7.51,7.96875,8.5,8.505,5.0,8.2,8.2,9.2,,2009,Masculino,2022,Ametista,Privada,,,Ametista,,7.564,,,,2009,14,Fase 4 (9° ano),-1,4,8.5,coletado,False,,False,5,,False
RA-1144,2023,FASE 3,3,3,0,7.410625,-0.0,9.4,5.02,8.28125,8.0,8.0025,10.0,7.0,8.2,8.8,13.0,2010,Feminino,2023,Ametista,Pública,,,,,,,,,2010,13,Fase 3 (7° e 8° ano),0,3,8.0,coletado,False,IAA,False,5,,False
RA-352,2023,FASE 3,3,3,0,7.840341667,9.2,8.1,6.26,7.96875,7.2,7.17,10.0,8.2,6.0,7.5,12.0,2011,Masculino,2019,Ametista,Pública,Ametista,Ametista,Ametista,,7.834,,,,2011,12,Fase 3 (7° e 8° ano),0,3,7.2,coletado,False,,False,5,,False
RA-1145,2023,FASE 3,3,2,1,7.484375,0.0,9.5,4.39,8.59375,7.8,8.63,10.0,7.7,7.7,8.0,11.0,2012,Feminino,2023,Ametista,Pública,,,,,,,,,2012,11,Fase 2 (5° e 6° ano),1,2,7.8,coletado,False,IAA,False,5,,False
RA-1146,2023,FASE 3,3,5,-2,6.689583333,9.6,8.8,6.26,7.1875,3.7,6.965,5.0,5.0,3.3,2.7,14.0,2008,Feminino,2023,Agata,Pública,,,,,,,,,2008,15,Fase 4 (9° ano),-1,5,3.7,coletado,False,,False,5,,False
RA-331,2023,FASE 3,3,3,0,7.039791667,9.6,8.6,2.52,7.03125,5.2,6.7975,10.0,5.7,4.8,5.2,13.0,2010,Feminino,2019,Ametista,Pública,Ametista,Ametista,Ágata,,6.636,,,,2010,13,Fase 3 (7° e 8° ano),0,3,5.2,coletado,False,,False,5,,False
RA-227,2023,FASE 3,3,3,0,7.722125,9.6,7.5,5.63,8.28125,6.9,7.4625,10.0,7.2,6.5,7.0,,2010,Masculino,2022,Ametista,Pública,,,Ágata,,6.471,,,,2010,13,Fase 3 (7° e 8° ano),0,3,6.9,coletado,False,,False,5,,False
RA-247,2023,FASE 3,3,4,-1,7.221958333,4.933,8.5,7.52,8.28125,7.2,7.5425,5.0,6.5,6.7,8.3,13.0,2009,Feminino,2021,Ametista,Pública,,Ágata,Ametista,,7.72,,,,2009,14,Fase 3 (7° e 8° ano),0,4,7.2,coletado,False,IAA,False,5,,False
RA-343,2023,FASE 3,3,5,-2,6.779591667,9.2,7.2,6.26,7.65625,5.7,6.9225,5.0,4.5,6.7,6.0,,2008,Masculino,2020,Agata,Pública,Ametista,Quartzo,Ágata,,6.9,,,,2008,15,Fase 5 (1° EM),-2,5,5.7,coletado,False,,False,5,,False
RA-1147,2023,FASE 3,3,4,-1,7.072983333,8.3,8.3,6.26,7.1875,6.7,7.0075,5.0,5.0,7.5,7.5,,2009,Feminino,2023,Ametista,Pública,,,,,,,,,2009,14,Fase 4 (9° ano),-1,4,6.7,coletado,False,,False,5,,False
RA-345,2023,FASE 3,3,4,-1,6.534766667,8.8,6.8,6.26,8.125,4.6,7.1725,5.0,5.7,5.7,2.5,,2009,Masculino,2021,Agata,Pública,,Ametista,Quartzo,,5.75,,,,2009,14,Fase 4 (9° ano),-1,4,4.6,coletado,False,,False,5,,False
RA-336,2023,FASE 3,3,4,-1,5.887708333,,7.5,6.89,7.34375,5.1,7.255,5.0,6.7,5.2,3.3,14.0,2009,Masculino,2016,Quartzo,Pública,Ametista,Ágata,Ágata,,6.787,,,,2009,14,Fase 4 (9° ano),-1,4,5.1,coletado,False,,False,4,feature_ausente_sem_imputacao,True
RA-346,2023,FASE 3,3,2,1,7.305541667,0.067,9.4,8.14,7.96875,6.2,7.84,10.0,6.7,5.5,6.5,,2012,Masculino,2022,Ametista,Pública,,,Topázio,,8.143,,,,2012,11,Fase 2 (5° e 6° ano),1,2,6.2,coletado,False,IAA,False,5,,False
RA-1148,2023,FASE 3,3,3,0,7.227866667,7.9,8.6,3.77,7.5,5.7,7.2125,10.0,5.7,5.3,6.2,11.0,2011,Feminino,2023,Ametista,Pública,,,,,,,,,2011,12,Fase 2 (5° e 6° ano),1,3,5.7,coletado,False,,False,5,,False
RA-1149,2023,FASE 3,3,4,-1,7.410108333,8.3,9.8,2.52,7.96875,7.2,8.1725,5.0,6.0,6.8,8.7,,2009,Feminino,2023,Ametista,Pública,,,,,,,,,2009,14,Fase 4 (9° ano),-1,4,7.2,coletado,False,,False,5,,False
RA-1150,2023,FASE 3,3,6,-3,7.076008333,9.2,9.8,2.52,7.96875,6.7,7.835,2.5,7.0,6.5,6.5,16.0,2007,Masculino,2023,Ametista,Pública,,,,,,,,,2007,16,Fase 6 (2° EM),-3,6,6.7,coletado,False,,False,5,,False
RA-1151,2023,FASE 3,3,3,0,7.829958333,7.5,9.5,2.52,7.65625,8.3,7.545,10.0,7.3,8.8,8.7,,2011,Feminino,2023,Ametista,Pública,,,,,,,,,2011,12,Fase 3 (7° e 8° ano),0,3,8.3,coletado,False,,False,5,,False
RA-356,2023,FASE 3,3,3,0,6.452008333,9.2,8.5,2.52,6.09375,3.4,6.5025,10.0,4.3,4.5,1.3,,2010,Masculino,2019,Agata,Pública,Topázio,Topázio,Ágata,,6.69,,,,2010,13,Fase 3 (7° e 8° ano),0,3,3.4,coletado,False,,False,5,,False
RA-1152,2023,FASE 3,3,4,-1,6.544916667,0.067,9.4,5.0,7.8125,6.8,7.585,5.0,6.7,6.0,7.8,,2009,Masculino,2023,Agata,Pública,,,,,,,,,2009,14,Fase 4 (9° ano),-1,4,6.8,coletado,False,IAA,False,5,,False
RA-221,2023,FASE 3,3,5,-2,6.959916667,9.6,9.0,5.0,7.1875,5.0,7.38,5.0,5.5,4.8,4.8,15.0,2008,Masculino,2022,Agata,Pública,,,Ágata,,6.892,,,,2008,15,Fase 5 (1° EM),-2,5,5.0,coletado,False,,False,5,,False
RA-359,2023,FASE 3,3,3,0,7.627125,9.6,9.2,2.52,7.65625,5.8,8.255,10.0,6.0,6.7,4.7,13.0,2010,Feminino,2019,Ametista,Pública,Ametista,Ágata,Ágata,,6.606,,,,2010,13,Fase 3 (7° e 8° ano),0,3,5.8,coletado,False,,False,5,,False
RA-360,2023,FASE 3,3,3,0,5.790875,0.0,7.3,2.52,7.34375,4.3,7.4225,10.0,5.3,4.8,2.8,13.0,2010,Feminino,2019,Quartzo,Pública,Ametista,Ágata,Ametista,,7.075,,,,2010,13,Fase 3 (7° e 8° ano),0,3,4.3,coletado,False,IAA,False,5,,False
RA-338,2023,FASE 3,3,3,0,8.287441667,8.3,9.1,7.52,8.59375,6.7,8.38,10.0,8.7,7.0,4.5,,2010,Masculino,2019,Topázio,Pública,Ametista,Ametista,Ágata,,6.837,,,,2010,13,Fase 3 (7° e 8° ano),0,3,6.7,coletado,False,,False,5,,False
RA-339,2023,FASE 3,3,3,0,7.377583333,,8.9,7.52,7.8125,7.1,8.255,10.0,7.7,5.7,7.8,,2011,Feminino,2019,Ametista,Pública,Topázio,Ametista,Topázio,,8.488,,,,2011,12,Fase 3 (7° e 8° ano),0,3,7.1,coletado,False,,False,4,feature_ausente_sem_imputacao,True
RA-353,2023,FASE 3,3,3,0,8.309016667,8.8,9.9,2.52,7.8125,8.4,8.67,10.0,8.5,7.3,9.5,12.0,2011,Feminino,2022,Topázio,Pública,,,Topázio,,8.264,,,,2011,12,Fase 3 (7° e 8° ano),0,3,8.4,coletado,False,,False,5,,False
RA-1153,2023,FASE 3,3,4,-1,7.968658333,7.9,10.0,7.52,7.65625,7.2,8.63,5.0,6.7,7.8,7.0,14.0,2009,Feminino,2023,Ametista,Pública,,,,,,,,,2009,14,Fase 4 (9° ano),-1,4,7.2,coletado,False,,False,5,,False
RA-183,2023,FASE 3,3,4,-1,7.586241667,7.9,9.7,2.52,7.96875,7.7,8.795,5.0,7.0,8.0,8.2,14.0,2009,Feminino,2022,Ametista,Pública,,,Ametista,,7.3,,,,2009,14,Fase 4 (9° ano),-1,4,7.7,coletado,False,,False,5,,False
RA-342,2023,FASE 3,3,5,-2,7.539875,7.5,8.6,7.52,7.96875,6.6,8.505,5.0,6.3,7.8,5.7,15.0,2008,Feminino,2021,Ametista,Pública,,Quartzo,Ágata,,6.941,,,,2008,15,Fase 5 (1° EM),-2,5,6.6,coletado,False,,False,5,,False
RA-187,2023,FASE 3,3,3,0,7.809875,7.5,9.9,2.52,7.96875,6.9,8.255,10.0,7.3,8.7,4.7,13.0,2010,Feminino,2019,Ametista,Privada - Programa de Apadrinhamento,Ametista,Topázio,Ametista,,7.928,,,,2010,13,Fase 3 (7° e 8° ano),0,3,6.9,coletado,False,,False,5,,False
RA-190,2023,FASE 3,3,4,-1,6.934158333,7.9,9.5,2.52,7.65625,5.7,7.9575,5.0,5.8,5.2,6.0,14.0,2009,Feminino,2022,Agata,Pública,,,Ametista,,7.335,,,,2009,14,Fase 4 (9° ano),-1,4,5.7,coletado,False,,False,5,,False
RA-347,2023,FASE 3,3,3,0,7.61835,6.7,9.5,2.52,7.8125,7.3,7.7925,10.0,6.7,6.2,9.0,13.0,2010,Feminino,2019,Ametista,Pública,Topázio,Ametista,Ametista,,7.908,,,,2010,13,Fase 3 (7° e 8° ano),0,3,7.3,coletado,False,,False,5,,False
RA-234,2023,FASE 3,3,4,-1,6.248741667,6.7,8.0,2.52,4.84375,5.6,5.595,5.0,6.3,5.3,5.3,13.0,2009,Masculino,2022,Agata,Pública,,,Ágata,,6.719,,,,2009,14,Fase 3 (7° e 8° ano),0,4,5.6,coletado,False,,False,5,,False
RA-1154,2023,FASE 3,3,3,0,7.701125,9.6,9.3,5.63,7.65625,5.1,7.67,10.0,5.3,5.0,5.0,13.0,2010,Masculino,2023,Ametista,Pública,,,,,,,,,2010,13,Fase 3 (7° e 8° ano),0,3,5.1,coletado,False,,False,5,,False
RA-249,2023,FASE 3,3,5,-2,5.444625,0.0,8.2,5.0,5.15625,4.9,6.545,5.0,6.2,5.3,3.2,,2008,Masculino,2017,Quartzo,Pública,Ágata,Ágata,Quartzo,,5.097,,,,2008,15,Fase 5 (1° EM),-2,5,4.9,coletado,False,IAA,False,5,,False
RA-380,2023,FASE 3,3,4,-1,4.912375,-0.0,6.4,2.52,6.71875,4.5,6.5425,5.0,7.0,4.0,2.5,14.0,2009,Masculino,2017,Quartzo,Pública,Ametista,Quartzo,Quartzo,,4.556,,,,2009,14,Fase 4 (9° ano),-1,4,4.5,coletado,False,IAA,False,5,,False
RA-250,2023,FASE 3,3,3,0,7.598208333,,9.3,5.63,7.96875,8.3,8.625,10.0,7.7,8.8,8.3,13.0,2010,Feminino,2022,Ametista,Pública,,,Ametista,,7.958,,,,2010,13,Fase 3 (7° e 8° ano),0,3,8.3,coletado,False,,False,4,feature_ausente_sem_imputacao,True
