RA,Ano,Fase,fase_num,Fase_Ideal,Defasagem,INDE_ano,IAA,IEG,IPS,IPP,IDA,IPV,IAN,Mat,Por,Ing,Idade,ano_nasc_obs,Gênero,Ano ingresso,Pedra_ano,Instituicao,Pedra20,Pedra21,Pedra22_hist,Pedra23_hist,INDE22_hist,INDE23_hist,Atingiu_PV,Rec_Psicologia,ano_nasc,idade_padronizada,Fase_Ideal_base,Defasagem_base,fase_ideal_num,IDA_original,IPP_origem,_ipp_reconstruido_invalido,_recuperado_algebrico,excluir_tudo,n_feat_modelo,motivo_exclusao_modelo,excluir_modelo
RA-1097,2023,FASE 2,2,4,-2,6.9547,9.5,8.6,5.0,8.125,5.4,6.96,5.0,4.3,6.5,,,2009,Masculino,2023,Agata,Pública,,,,,,,,,2009,14,Fase 4 (9° ano),-2,4,5.4,coletado,False,,False,5,,False
RA-1098,2023,FASE 2,2,3,-1,7.2787,9.5,9.5,2.52,8.125,6.4,7.92,5.0,6.3,6.5,,13.0,2010,Feminino,2023,Ametista,Pública,,,,,,,,,2010,13,Fase 3 (7° e 8° ano),-1,3,6.4,coletado,False,,False,5,,False
RA-506,2023,FASE 2,2,3,-1,7.750033333,9.5,8.1,5.0,8.958333333,8.5,7.92,5.0,7.3,9.7,,13.0,2010,Masculino,2020,Ametista,Pública,Ametista,Ágata,Ametista,,7.132,,,,2010,13,Fase 3 (7° e 8° ano),-1,3,8.5,coletado,False,,False,5,,False
RA-1099,2023,FASE 2,2,3,-1,7.113533333,9.0,9.6,2.52,8.333333333,5.2,8.34,5.0,5.7,4.7,,13.0,2010,Feminino,2023,Ametista,Pública,,,,,,,,,2010,13,Fase 3 (7° e 8° ano),-1,3,5.2,coletado,False,,False,5,,False
RA-1100,2023,FASE 2,2,2,0,8.261033333,10.0,9.2,5.0,8.541666667,7.0,8.283333333,10.0,6.3,7.8,,,2012,Masculino,2023,Topázio,Pública,,,,,,,,,2012,11,Fase 2 (5° e 6° ano),0,2,7.1,coletado,False,,False,5,,False
RA-1101,2023,FASE 2,2,2,0,6.446666667,0.1,7.2,5.0,8.333333333,5.2,8.116666667,10.0,4.2,6.3,,,2013,Masculino,2023,Agata,Pública,,,,,,,,,2013,10,Fase 2 (5° e 6° ano),0,2,5.3,coletado,False,IAA,False,5,,False
RA-1102,2023,FASE 2,2,2,0,8.123033333,9.5,9.5,5.0,7.708333333,7.4,7.56,10.0,5.7,9.2,,,2012,Masculino,2023,Topázio,Pública,,,,,,,,,2012,11,Fase 2 (5° e 6° ano),0,2,7.5,coletado,False,,False,5,,False
RA-363,2023,FASE 2,2,3,-1,6.680833333,-0.0,9.9,2.52,8.541666667,6.8,8.673333333,5.0,6.8,6.8,,13.0,2010,Masculino,2022,Agata,Pública,,,Ágata,,6.644,,,,2010,13,Fase 3 (7° e 8° ano),-1,3,6.8,coletado,False,IAA,False,5,,False
RA-1103,2023,FASE 2,2,2,0,7.574866667,9.0,8.7,5.0,8.333333333,5.0,8.006666667,10.0,4.5,5.5,,10.0,2012,Masculino,2023,Ametista,Pública,,,,,,,,,2012,11,Fase 2 (5° e 6° ano),0,2,5.0,coletado,False,,False,5,,False
RA-539,2023,FASE 2,2,3,-1,7.796866667,9.5,8.6,2.52,9.166666667,8.4,8.84,5.0,7.2,9.7,,,2011,Feminino,2022,Ametista,Pública,,,Ametista,,7.665,,,,2011,12,Fase 3 (7° e 8° ano),-1,3,8.5,coletado,False,,False,5,,False
RA-540,2023,FASE 2,2,2,0,8.216033333,8.5,8.8,5.0,8.958333333,7.1,8.95,10.0,6.5,7.7,,,2012,Feminino,2019,Topázio,Pública,Topázio,Topázio,Ametista,,7.303,,,,2012,11,Fase 2 (5° e 6° ano),0,2,7.1,coletado,False,,False,5,,False
RA-574,2023,FASE 2,2,2,0,7.878133333,6.9,8.2,5.0,7.916666667,8.1,8.173333333,10.0,7.7,8.5,,,2012,Masculino,2022,Ametista,Pública,,,Ágata,,6.86,,,,2012,11,Fase 2 (5° e 6° ano),0,2,8.1,coletado,False,,False,5,,False
RA-369,2023,FASE 2,2,3,-1,6.0197,10.0,4.1,5.0,8.541666667,4.0,7.726666667,5.0,5.0,3.0,,,2011,Masculino,2022,Agata,Pública,,,Ágata,,6.973,,,,2011,12,Fase 3 (7° e 8° ano),-1,3,4.0,coletado,False,,False,5,,False
RA-375,2023,FASE 2,2,3,-1,7.070833333,-0.0,9.9,5.0,8.541666667,7.9,8.283333333,5.0,6.8,9.0,,12.0,2011,Masculino,2019,Ametista,Pública,Topázio,Topázio,Ametista,,7.831,,,,2011,12,Fase 3 (7° e 8° ano),-1,3,7.9,coletado,False,IAA,False,5,,False
RA-376,2023,FASE 2,2,3,-1,7.1392,8.5,9.6,2.52,7.916666667,5.9,8.226666667,5.0,4.3,7.5,,,2010,Feminino,2019,Ametista,Pública,Ametista,Ágata,Ágata,,6.957,,,,2010,13,Fase 3 (7° e 8° ano),-1,3,5.9,coletado,False,,False,5,,False
RA-535,2023,FASE 2,2,2,0,8.0027,9.0,9.4,5.0,8.125,5.6,8.95,10.0,4.7,6.5,,,2012,Feminino,2019,Topázio,Pública,Topázio,Ametista,Ágata,,6.953,,,,2012,11,Fase 2 (5° e 6° ano),0,2,5.6,coletado,False,,False,5,,False
RA-547,2023,FASE 2,2,3,-1,6.467,,9.1,2.52,8.75,6.2,8.95,5.0,5.0,7.3,,12.0,2011,Feminino,2019,Agata,Pública,Ágata,Ágata,Ametista,,7.745,,,,2011,12,Fase 3 (7° e 8° ano),-1,3,6.2,coletado,False,,False,4,feature_ausente_sem_imputacao,True
RA-548,2023,FASE 2,2,3,-1,7.4322,9.0,9.1,2.52,8.333333333,7.3,8.283333333,5.0,6.2,8.5,,12.0,2010,Masculino,2019,Ametista,Pública,Ametista,Ametista,Ametista,,7.292,,,,2010,13,Fase 3 (7° e 8° ano),-1,3,7.4,coletado,False,,False,5,,False
RA-538,2023,FASE 2,2,4,-2,6.413466667,7.4,8.6,2.52,7.916666667,4.7,7.39,5.0,3.5,5.8,,13.0,2009,Masculino,2022,Agata,Pública,,,Ágata,,6.309,,,,2009,14,Fase 3 (7° e 8° ano),-1,4,4.7,coletado,False,,False,5,,False
RA-365,2023,FASE 2,2,2,0,8.6587,10.0,9.9,2.52,8.958333333,8.7,8.953333333,10.0,8.2,9.2,,10.0,2012,Feminino,2022,Topázio,Pública,,,Topázio,,8.063,,,,2012,11,Fase 2 (5° e 6° ano),0,2,8.7,coletado,False,,False,5,,False
RA-559,2023,FASE 2,2,3,-1,7.947366667,10.0,9.4,5.0,8.958333333,7.3,8.506666667,5.0,6.5,8.2,,,2011,Masculino,2021,Ametista,Pública,,Ametista,Ametista,,7.634,,,,2011,12,Fase 3 (7° e 8° ano),-1,3,7.4,coletado,False,,False,5,,False
RA-1104,2023,FASE 2,2,3,-1,7.265533333,5.7,10.0,2.52,8.541666667,6.4,9.063333333,5.0,5.5,7.3,,13.0,2010,Feminino,2023,Ametista,Pública,,,,,,,,,2010,13,Fase 3 (7° e 8° ano),-1,3,6.4,coletado,False,,False,5,,False
RA-563,2023,FASE 2,2,3,-1,7.684133333,6.4,9.7,2.52,8.75,6.2,8.726666667,5.0,6.0,6.3,,11.0,2011,Feminino,2020,Ametista,Pública,Topázio,Ametista,Topázio,,8.22,,,,2011,12,Fase 2 (5° e 6° ano),0,3,6.2,coletado,False,,False,5,,False
RA-573,2023,FASE 2,2,3,-1,7.774366667,9.5,9.8,5.0,8.541666667,6.6,8.45,5.0,5.7,7.5,,,2011,Masculino,2020,Ametista,Pública,Ametista,Topázio,Topázio,,8.261,,,,2011,12,Fase 3 (7° e 8° ano),-1,3,6.6,coletado,False,,False,5,,False
RA-551,2023,FASE 2,2,3,-1,7.075033333,10.0,8.6,2.52,8.541666667,5.3,8.393333333,5.0,4.5,6.2,,,2010,Feminino,2018,Ametista,Pública,Ametista,Ametista,Ágata,,6.853,,,,2010,13,Fase 3 (7° e 8° ano),-1,3,5.4,coletado,False,,False,5,,False
RA-566,2023,FASE 2,2,3,-1,7.7227,9.0,8.8,2.52,8.958333333,8.4,8.673333333,5.0,8.8,8.0,,12.0,2010,Feminino,2022,Ametista,Pública,,,Ametista,,7.729,,,,2010,13,Fase 3 (7° e 8° ano),-1,3,8.4,coletado,False,,False,5,,False
RA-555,2023,FASE 2,2,3,-1,5.898133333,7.4,8.1,2.52,6.25,3.9,6.946666667,5.0,1.5,6.2,,,2010,Masculino,2019,Quartzo,Pública,Ametista,Ametista,Quartzo,,5.949,,,,2010,13,Fase 3 (7° e 8° ano),-1,3,3.9,coletado,False,,False,5,,False
RA-373,2023,FASE 2,2,3,-1,6.805,0.1,9.7,2.52,8.75,8.3,7.84,5.0,7.7,9.0,,,2011,Masculino,2022,Agata,Pública,,,Ametista,,7.503,,,,2011,12,Fase 3 (7° e 8° ano),-1,3,8.4,coletado,False,IAA,False,5,,False
RA-1105,2023,FASE 2,2,3,-1,6.299166667,0.0,9.0,2.52,8.125,6.0,8.673333333,5.0,5.0,7.0,,13.0,2010,Feminino,2023,Agata,Pública,,,,,,,,,2010,13,Fase 3 (7° e 8° ano),-1,3,6.0,coletado,False,IAA,False,5,,False
RA-546,2023,FASE 2,2,3,-1,6.031666667,,7.2,2.52,8.75,5.7,9.173333333,5.0,3.5,7.8,,,2011,Feminino,2021,Agata,Pública,,Quartzo,Ágata,,6.77,,,,2011,12,Fase 3 (7° e 8° ano),-1,3,5.7,coletado,False,,False,4,feature_ausente_sem_imputacao,True
RA-557,2023,FASE 2,2,2,0,8.7717,10.0,8.2,5.0,9.375,8.8,9.62,10.0,8.0,9.7,,,2012,Masculino,2019,Topázio,Pública,Ametista,Topázio,Topázio,,8.334,,,,2012,11,Fase 2 (5° e 6° ano),0,2,8.9,coletado,False,,False,5,,False
RA-1106,2023,FASE 2,2,3,-1,7.1642,8.5,9.3,5.0,8.333333333,5.1,8.003333333,5.0,5.2,5.0,,12.0,2011,Masculino,2023,Ametista,Pública,,,,,,,,,2011,12,Fase 3 (7° e 8° ano),-1,3,5.1,coletado,False,,False,5,,False
RA-558,2023,FASE 2,2,5,-3,6.615333333,7.8,9.4,5.0,6.458333333,6.0,6.78,2.5,5.7,6.3,,,2008,Masculino,2022,Agata,Pública,,,Quartzo,,5.539,,,,2008,15,Fase 5 (1° EM),-3,5,6.0,coletado,False,,False,5,,False
RA-560,2023,FASE 2,2,3,-1,4.932,0.0,8.4,2.52,5.0,4.0,6.0,5.0,2.3,5.7,,,2011,Masculino,2020,Quartzo,Pública,Ágata,Quartzo,Quartzo,,4.949,,,,2011,12,Fase 3 (7° e 8° ano),-1,3,4.0,coletado,False,IAA,False,5,,False
RA-1107,2023,FASE 2,2,3,-1,7.9327,9.0,9.4,5.0,8.958333333,7.5,8.783333333,5.0,8.0,7.0,,12.0,2010,Feminino,2023,Ametista,Pública,,,,,,,,,2010,13,Fase 3 (7° e 8° ano),-1,3,7.5,coletado,False,,False,5,,False
RA-1108,2023,FASE 2,2,3,-1,6.310833333,-0.0,9.3,5.0,8.541666667,4.7,8.283333333,5.0,3.7,5.7,,12.0,2010,Masculino,2023,Agata,Pública,,,,,,,,,2010,13,Fase 3 (7° e 8° ano),-1,3,4.7,coletado,False,IAA,False,5,,False
RA-542,2023,FASE 2,2,3,-1,7.816533333,9.5,9.7,5.0,8.75,6.2,9.006666667,5.0,5.2,7.3,,12.0,2011,Feminino,2019,Ametista,Pública,Ametista,Ágata,Ametista,,7.221,,,,2011,12,Fase 3 (7° e 8° ano),-1,3,6.3,coletado,False,,False,5,,False
RA-543,2023,FASE 2,2,2,0,7.971833333,7.8,9.8,2.52,8.75,6.5,9.006666667,10.0,5.5,7.5,,11.0,2012,Feminino,2022,Ametista,Pública,,,Ametista,,7.05,,,,2012,11,Fase 2 (5° e 6° ano),0,2,6.5,coletado,False,,False,5,,False
RA-556,2023,FASE 2,2,3,-1,7.7482,8.5,9.6,2.52,9.166666667,7.2,9.396666667,5.0,6.5,7.8,,,2011,Feminino,2018,Ametista,Pública,Topázio,Ametista,Ametista,,7.181,,,,2011,12,Fase 3 (7° e 8° ano),-1,3,7.2,coletado,False,,False,5,,False
RA-1109,2023,FASE 2,2,4,-2,6.277533333,10.0,6.4,5.0,7.5,3.4,7.836666667,5.0,3.5,3.3,,14.0,2009,Masculino,2023,Agata,Pública,,,,,,,,,2009,14,Fase 4 (9° ano),-2,4,3.4,coletado,False,,False,5,,False
RA-389,2023,FASE 2,2,3,-1,6.687,,8.2,2.52,8.75,8.2,8.95,5.0,6.8,9.5,,,2011,Masculino,2019,Agata,Pública,Ametista,Ágata,Ametista,,7.184,,,,2011,12,Fase 3 (7° e 8° ano),-1,3,8.2,coletado,False,,False,4,feature_ausente_sem_imputacao,True
RA-1110,2023,FASE 2,2,3,-1,7.248566667,4.6,9.2,5.0,8.541666667,6.8,8.73,5.0,6.5,7.0,,12.0,2011,Feminino,2023,Ametista,Pública,,,,,,,,,2011,12,Fase 3 (7° e 8° ano),-1,3,6.8,coletado,False,,False,5,,False
RA-568,2023,FASE 2,2,5,-3,6.9647,7.0,7.9,5.0,8.125,7.6,8.01,2.5,8.5,6.7,,,2008,Masculino,2018,Agata,Pública,Ametista,Ametista,Ametista,,7.306,,,,2008,15,Fase 5 (1° EM),-3,5,7.6,coletado,False,,False,5,,False
RA-562,2023,FASE 2,2,3,-1,6.824833333,-0.0,8.5,2.52,8.541666667,8.7,8.893333333,5.0,7.7,9.7,,12.0,2011,Feminino,2021,Agata,Pública,,Ametista,Ametista,,7.855,,,,2011,12,Fase 3 (7° e 8° ano),-1,3,8.7,coletado,False,IAA,False,5,,False
RA-1111,2023,FASE 2,2,2,0,6.559166667,0.0,8.9,2.52,8.125,5.4,8.173333333,10.0,4.8,6.0,,,2012,Feminino,2023,Agata,Pública,,,,,,,,,2012,11,Fase 2 (5° e 6° ano),0,2,5.4,coletado,False,IAA,False,5,,False
RA-1112,2023,FASE 2,2,3,-1,7.088866667,9.5,7.9,2.52,8.333333333,6.2,8.616666667,5.0,5.2,7.3,,12.0,2011,Masculino,2023,Ametista,Pública,,,,,,,,,2011,12,Fase 3 (7° e 8° ano),-1,3,6.3,coletado,False,,False,5,,False
RA-525,2023,FASE 2,2,3,-1,7.911366667,8.0,8.6,2.52,8.958333333,9.2,9.566666667,5.0,8.8,9.5,,,2011,Feminino,2021,Ametista,Pública,,Ágata,Ametista,,8.013,,,,2011,12,Fase 3 (7° e 8° ano),-1,3,9.2,coletado,False,,False,5,,False
RA-357,2023,FASE 2,2,3,-1,8.2832,8.5,9.6,7.52,8.75,8.7,8.23,5.0,8.7,8.7,,13.0,2010,Masculino,2022,Topázio,Pública,,,Ametista,,7.836,,,,2010,13,Fase 3 (7° e 8° ano),-1,3,8.7,coletado,False,,False,5,,False
RA-583,2023,FASE 2,2,3,-1,7.838866667,9.0,9.4,7.52,8.333333333,6.2,8.616666667,5.0,5.5,7.0,,,2010,Feminino,2019,Ametista,Pública,Ametista,Ametista,Ametista,,7.456,,,,2010,13,Fase 3 (7° e 8° ano),-1,3,6.3,coletado,False,,False,5,,False
RA-584,2023,FASE 2,2,2,0,7.697533333,9.5,9.0,2.52,8.333333333,5.8,8.56,10.0,5.0,6.5,,11.0,2012,Feminino,2019,Ametista,Pública,Topázio,Ametista,Ágata,,6.714,,,,2012,11,Fase 2 (5° e 6° ano),0,2,5.8,coletado,False,,False,5,,False
RA-586,2023,FASE 2,2,2,0,8.4242,8.0,10.0,2.52,8.333333333,8.3,9.343333333,10.0,7.5,9.2,,10.0,2012,Feminino,2021,Topázio,Privada - Programa de Apadrinhamento,,Topázio,Ametista,,7.988,,,,2012,11,Fase 2 (5° e 6° ano),0,2,8.4,coletado,False,,False,5,,False
RA-1113,2023,FASE 2,2,3,-1,5.636666667,0.0,6.0,7.52,7.5,5.0,7.173333333,5.0,5.0,5.0,,,2011,Masculino,2023,Quartzo,Pública,,,,,,,,,2011,12,Fase 3 (7° e 8° ano),-1,3,5.0,coletado,False,IAA,False,5,,False
RA-413,2023,FASE 2,2,3,-1,6.803633333,7.9,8.9,2.52,7.291666667,6.2,7.503333333,5.0,5.8,6.7,,13.0,2010,Feminino,2022,Agata,Pública,,,Ágata,,6.408,,,,2010,13,Fase 3 (7° e 8° ano),-1,3,6.3,coletado,False,,False,5,,False
RA-599,2023,FASE 2,2,2,0,8.532866667,10.0,9.5,2.52,8.333333333,8.4,9.286666667,10.0,8.2,8.7,,10.0,2012,Masculino,2022,Topázio,Pública,,,Topázio,,8.2,,,,2012,11,Fase 2 (5° e 6° ano),0,2,8.5,coletado,False,,False,5,,False
RA-1114,2023,FASE 2,2,3,-1,7.5667,8.5,9.8,2.52,8.125,4.9,8.56,5.0,4.3,5.5,,11.0,2011,Feminino,2023,Ametista,Pública,,,,,,,,,2011,12,Fase 2 (5° e 6° ano),0,3,4.9,coletado,False,,False,5,,False
RA-401,2023,FASE 2,2,3,-1,6.363666667,4.0,8.1,2.52,7.083333333,7.3,7.116666667,5.0,6.3,8.3,,12.0,2010,Feminino,2021,Agata,Pública,,Quartzo,Ágata,,6.645,,,,2010,13,Fase 3 (7° e 8° ano),-1,3,7.3,coletado,False,,False,5,,False
RA-1115,2023,FASE 2,2,2,0,6.474,0.0,8.3,7.52,7.5,4.0,7.56,10.0,6.0,2.0,,,2012,Feminino,2023,Agata,Pública,,,,,,,,,2012,11,Fase 2 (5° e 6° ano),0,2,4.0,coletado,False,IAA,False,5,,False
RA-1116,2023,FASE 2,2,4,-2,6.956533333,9.5,9.2,5.0,7.083333333,4.9,7.39,5.0,3.8,6.0,,13.0,2009,Masculino,2023,Agata,Pública,,,,,,,,,2009,14,Fase 3 (7° e 8° ano),-1,4,4.9,coletado,False,,False,5,,False
RA-604,2023,FASE 2,2,2,0,8.548033333,9.0,9.3,7.52,8.125,7.5,8.616666667,10.0,6.0,9.0,,,2012,Feminino,2021,Topázio,Pública,,Ametista,Ametista,,8.018,,,,2012,11,Fase 2 (5° e 6° ano),0,2,7.5,coletado,False,,False,5,,False
RA-605,2023,FASE 2,2,3,-1,7.709366667,9.0,9.5,7.52,7.291666667,6.8,7.84,5.0,4.8,8.8,,12.0,2010,Feminino,2021,Ametista,Pública,,Ametista,Ametista,,7.276,,,,2010,13,Fase 3 (7° e 8° ano),-1,3,6.8,coletado,False,,False,5,,False
RA-668,2023,FASE 2,2,3,-1,6.017933333,6.3,6.3,7.52,6.875,3.4,7.616666667,5.0,2.7,4.0,,12.0,2011,Masculino,2022,Agata,Pública,,,Quartzo,,4.365,,,,2011,12,Fase 3 (7° e 8° ano),-1,3,3.4,coletado,False,,False,5,,False
RA-1117,2023,FASE 2,2,2,0,8.382366667,9.0,9.6,7.52,7.708333333,7.2,7.946666667,10.0,6.0,8.5,,,2012,Feminino,2023,Topázio,Pública,,,,,,,,,2012,11,Fase 2 (5° e 6° ano),0,2,7.3,coletado,False,,False,5,,False
RA-1118,2023,FASE 2,2,3,-1,7.163833333,5.3,8.8,7.52,7.708333333,6.0,8.28,5.0,4.8,7.2,,,2010,Feminino,2023,Ametista,Pública,,,,,,,,,2010,13,Fase 3 (7° e 8° ano),-1,3,6.0,coletado,False,,False,5,,False
RA-610,2023,FASE 2,2,2,0,8.2857,10.0,10.0,2.52,8.541666667,7.0,8.896666667,10.0,6.3,7.7,,,2013,Feminino,2022,Topázio,Pública,,,Topázio,,8.18,,,,2013,10,Fase 2 (5° e 6° ano),0,2,7.0,coletado,False,,False,5,,False
RA-409,2023,FASE 2,2,3,-1,7.621466667,8.4,9.5,2.52,7.916666667,7.9,8.73,5.0,6.2,9.7,,,2011,Feminino,2022,Ametista,Pública,,,Topázio,,8.15,,,,2011,12,Fase 3 (7° e 8° ano),-1,3,8.0,coletado,False,,False,5,,False
RA-466,2023,FASE 2,2,4,-2,6.595533333,9.5,7.6,6.89,6.25,4.5,7.056666667,5.0,2.5,6.5,,14.0,2009,Masculino,2022,Agata,Pública,,,Ágata,,6.826,,,,2009,14,Fase 4 (9° ano),-2,4,4.5,coletado,False,,False,5,,False
RA-760,2023,FASE 2,2,3,-1,6.548333333,-0.0,8.8,7.52,7.083333333,6.3,7.84,5.0,5.8,6.8,,,2011,Masculino,2021,Agata,Pública,,Ametista,Topázio,,8.172,,,,2011,12,Fase 3 (7° e 8° ano),-1,3,6.3,coletado,False,IAA,False,5,,False
RA-404,2023,FASE 2,2,3,-1,6.7093,7.9,8.3,5.02,6.875,6.0,6.89,5.0,4.7,7.2,,,2010,Feminino,2020,Agata,Pública,Ametista,Ágata,Ágata,,6.658,,,,2010,13,Fase 3 (7° e 8° ano),-1,3,6.0,coletado,False,,False,5,,False
RA-590,2023,FASE 2,2,2,0,7.647666667,6.3,9.7,3.77,7.291666667,6.5,8.34,10.0,5.7,7.3,,11.0,2012,Feminino,2020,Ametista,Privada,Ametista,Ágata,Ametista,,7.435,,,,2012,11,Fase 2 (5° e 6° ano),0,2,6.5,coletado,False,,False,5,,False
RA-469,2023,FASE 2,2,3,-1,7.482533333,7.5,9.3,2.52,7.916666667,7.8,8.843333333,5.0,6.8,8.8,,,2011,Feminino,2022,Ametista,Pública,,,Ametista,,7.624,,,,2011,12,Fase 3 (7° e 8° ano),-1,3,7.8,coletado,False,,False,5,,False
RA-1119,2023,FASE 2,2,3,-1,7.192,7.3,9.7,3.77,7.708333333,5.9,8.453333333,5.0,3.0,8.8,,13.0,2010,Feminino,2023,Ametista,Pública,,,,,,,,,2010,13,Fase 3 (7° e 8° ano),-1,3,5.9,coletado,False,,False,5,,False
RA-1120,2023,FASE 2,2,2,0,9.103366667,9.5,9.6,7.52,8.958333333,8.2,9.676666667,10.0,7.3,9.2,,11.0,2012,Feminino,2023,Topázio,Pública,,,,,,,,,2012,11,Fase 2 (5° e 6° ano),0,2,8.3,coletado,False,,False,5,,False
RA-472,2023,FASE 2,2,3,-1,6.6858,5.1,7.1,7.52,7.708333333,5.5,8.223333333,5.0,3.7,7.2,,,2010,Feminino,2022,Agata,Pública,,,Quartzo,,5.93,,,,2010,13,Fase 3 (7° e 8° ano),-1,3,5.5,coletado,False,,False,5,,False
RA-1121,2023,FASE 2,2,2,0,8.049,0.0,9.9,6.26,8.75,8.0,9.84,10.0,6.5,9.5,,,2012,Masculino,2023,Topázio,Pública,,,,,,,,,2012,11,Fase 2 (5° e 6° ano),0,2,8.0,coletado,False,IAA,False,5,,False
RA-1122,2023,FASE 2,2,2,0,7.3715,0.1,9.3,6.89,7.291666667,6.8,8.616666667,10.0,5.2,8.5,,11.0,2012,Masculino,2023,Ametista,Pública,,,,,,,,,2012,11,Fase 2 (5° e 6° ano),0,2,6.9,coletado,False,IAA,False,5,,False
RA-438,2023,FASE 2,2,2,0,6.9883,6.9,7.5,6.26,6.458333333,5.4,7.223333333,10.0,3.5,7.3,,,2012,Masculino,2022,Agata,Pública,,,Ametista,,7.764,,,,2012,11,Fase 2 (5° e 6° ano),0,2,5.4,coletado,False,,False,5,,False
RA-408,2023,FASE 2,2,3,-1,7.242133333,7.9,8.5,3.77,8.333333333,6.8,8.45,5.0,6.0,7.5,,13.0,2010,Feminino,2022,Ametista,Pública,,,Ágata,,6.725,,,,2010,13,Fase 3 (7° e 8° ano),-1,3,6.8,coletado,False,,False,5,,False
RA-1123,2023,FASE 2,2,3,-1,6.9565,7.3,8.9,7.52,7.083333333,5.3,7.113333333,5.0,3.8,6.8,,,2010,Masculino,2023,Agata,Pública,,,,,,,,,2010,13,Fase 3 (7° e 8° ano),-1,3,5.3,coletado,False,,False,5,,False
RA-1124,2023,FASE 2,2,4,-2,6.667866667,9.5,8.0,7.52,7.083333333,3.0,7.786666667,5.0,1.0,5.0,,14.0,2009,Feminino,2023,Agata,Pública,,,,,,,,,2009,14,Fase 4 (9° ano),-2,4,3.0,coletado,False,,False,5,,False
RA-623,2023,FASE 2,2,4,-2,7.8307,10.0,9.5,7.52,7.291666667,7.3,7.446666667,5.0,5.8,8.8,,14.0,2009,Masculino,2022,Ametista,Pública,,,Ametista,,7.524,,,,2009,14,Fase 4 (9° ano),-2,4,7.3,coletado,False,,False,5,,False
RA-661,2023,FASE 2,2,3,-1,6.846333333,5.0,7.7,6.89,7.5,6.5,7.836666667,5.0,4.3,8.7,,,2011,Masculino,2022,Agata,Pública,,,Ametista,,7.593,,,,2011,12,Fase 2 (5° e 6° ano),0,3,6.5,coletado,False,IAA,False,5,,False
RA-626,2023,FASE 2,2,3,-1,7.231033333,9.0,9.2,4.39,7.291666667,6.5,7.613333333,5.0,4.7,8.3,,12.0,2011,Masculino,2021,Ametista,Pública,,Ágata,Quartzo,,5.818,,,,2011,12,Fase 3 (7° e 8° ano),-1,3,6.5,coletado,False,,False,5,,False
RA-433,2023,FASE 2,2,3,-1,6.5982,8.5,7.2,7.52,5.833333333,4.8,7.613333333,5.0,1.8,7.7,,,2010,Masculino,2022,Agata,Pública,,,Quartzo,,5.557,,,,2010,13,Fase 3 (7° e 8° ano),-1,3,4.8,coletado,False,,False,5,,False
RA-614,2023,FASE 2,2,3,-1,8.2282,9.0,9.1,7.52,8.333333333,8.6,8.563333333,5.0,8.8,8.3,,13.0,2010,Masculino,2021,Topázio,Pública,,Topázio,Topázio,,8.339,,,,2010,13,Fase 3 (7° e 8° ano),-1,3,8.6,coletado,False,,False,5,,False
RA-434,2023,FASE 2,2,3,-1,7.069766667,6.3,8.0,7.52,7.5,6.6,7.613333333,5.0,5.2,8.0,,12.0,2011,Masculino,2022,Ametista,Pública,,,Ametista,,7.403,,,,2011,12,Fase 3 (7° e 8° ano),-1,3,6.6,coletado,False,,False,5,,False
RA-603,2023,FASE 2,2,3,-1,6.748833333,5.1,8.9,2.52,7.708333333,6.9,7.78,5.0,5.7,8.2,,11.0,2011,Masculino,2022,Agata,Pública,,,Ametista,,7.78,,,,2011,12,Fase 2 (5° e 6° ano),0,3,7.0,coletado,False,IAA,False,5,,False
RA-436,2023,FASE 2,2,3,-1,5.322366667,7.5,4.7,2.52,6.875,3.4,7.613333333,5.0,3.7,3.0,,12.0,2011,Masculino,2022,Quartzo,Pública,,,Ágata,,6.687,,,,2011,12,Fase 3 (7° e 8° ano),-1,3,3.4,coletado,False,,False,5,,False
RA-616,2023,FASE 2,2,3,-1,5.612,,6.6,5.02,5.833333333,6.8,6.783333333,5.0,5.5,8.0,,,2010,Masculino,2019,Quartzo,Pública,Ágata,Ametista,Ametista,,7.303,,,,2010,13,Fase 3 (7° e 8° ano),-1,3,6.8,coletado,False,,False,4,feature_ausente_sem_imputacao,True
RA-437,2023,FASE 2,2,4,-2,6.947366667,8.0,8.4,7.52,7.291666667,4.7,7.78,5.0,2.5,6.8,,,2009,Masculino,2022,Agata,Pública,,,Ágata,,6.875,,,,2009,14,Fase 4 (9° ano),-2,4,4.7,coletado,False,,False,5,,False
RA-1125,2023,FASE 2,2,2,0,6.655366667,4.7,7.9,7.52,6.666666667,4.0,6.95,10.0,1.0,7.0,,,2012,Feminino,2023,Agata,Pública,,,,,,,,,2012,11,Fase 2 (5° e 6° ano),0,2,4.0,coletado,False,,False,5,,False
RA-619,2023,FASE 2,2,3,-1,7.891366667,9.0,7.1,3.77,7.708333333,9.0,8.116666667,5.0,8.5,9.5,,11.0,2011,Feminino,2021,Ametista,Pública,,Ametista,Ametista,,7.693,,,,2011,12,Fase 2 (5° e 6° ano),0,3,9.0,coletado,False,,False,5,,False
RA-620,2023,FASE 2,2,3,-1,7.043666667,6.8,8.4,7.52,6.875,6.2,7.503333333,5.0,5.2,7.2,,13.0,2010,Masculino,2021,Ametista,Pública,,Ametista,Ágata,,6.018,,,,2010,13,Fase 3 (7° e 8° ano),-1,3,6.2,coletado,False,,False,5,,False
