RA,Ano,Fase,fase_num,Fase_Ideal,Defasagem,INDE_ano,IAA,IEG,IPS,IPP,IDA,IPV,IAN,Mat,Por,Ing,Idade,ano_nasc_obs,Gênero,Ano ingresso,Pedra_ano,Instituicao,Pedra20,Pedra21,Pedra22_hist,Pedra23_hist,INDE22_hist,INDE23_hist,Atingiu_PV,Rec_Psicologia
RA-909,2023,ALFA,0,Fase 2 (5° e 6° ano),-2,8.486033333,10.0,9.9,7.52,8.125,9.2,8.056666667,5.0,9.1,9.2,,10.0,2013,Feminino,2023,Topázio,Pública,,,,,,,,
RA-708,2023,ALFA,0,Fase 1 (3° e 4° ano),-1,7.5105,0.0,9.8,7.52,8.125,9.2,8.28,5.0,8.8,9.5,,9.0,2013,Masculino,2022,Ametista,Pública,,Topázio,Ametista,,7.282,,,
RA-910,2023,ALFA,0,ALFA (1° e 2° ano),0,7.801,0.0,8.8,7.52,8.75,8.9,8.17,10.0,8.8,9.0,,8.0,2015,Masculino,2023,Ametista,Pública,,,,,,,,
RA-671,2023,ALFA,0,Fase 2 (5° e 6° ano),-2,6.5143,7.9,8.3,3.14,5.625,7.8,5.68,5.0,8.0,7.5,,,2013,Masculino,2021,Agata,Pública,,Ametista,Ametista,,7.617,,,
RA-836,2023,ALFA,0,Fase 2 (5° e 6° ano),-2,7.6417,9.5,9.6,6.27,6.875,6.7,8.085,5.0,6.7,6.7,,,2013,Masculino,2022,Ametista,Pública,,,Ametista,,7.665,,,
RA-911,2023,ALFA,0,Fase 2 (5° e 6° ano),-2,5.59545,9.0,6.7,2.52,5.3125,3.4,7.01,5.0,3.7,3.0,,11.0,2012,Masculino,2023,Quartzo,Pública,,,,,,,,
RA-860,2023,ALFA,0,ALFA (1° e 2° ano),0,8.2372,7.0,9.8,6.89,7.5,7.4,8.34,10.0,7.2,7.5,,,2015,Masculino,2022,Topázio,Pública,,,Topázio,,8.136,,,
RA-727,2023,ALFA,0,Fase 1 (3° e 4° ano),-1,7.6802,9.5,8.8,2.52,7.5,8.0,9.34,5.0,8.3,7.7,,,2014,Masculino,2022,Ametista,Pública,,,Ametista,,7.736,,,
RA-739,2023,ALFA,0,Fase 1 (3° e 4° ano),-1,7.5972,9.0,8.3,7.52,6.25,7.6,8.25,5.0,7.3,7.8,,9.0,2014,Masculino,2022,Ametista,Pública,,,Ágata,,6.82,,,
RA-740,2023,ALFA,0,Fase 2 (5° e 6° ano),-2,7.2845,0.0,8.7,7.52,6.875,9.1,8.925,5.0,9.0,9.2,,10.0,2013,Feminino,2022,Ametista,Privada,,,Ametista,,7.218,,,
RA-912,2023,ALFA,0,Fase 1 (3° e 4° ano),-1,7.0797,7.0,9.4,7.52,5.625,6.3,7.175,5.0,6.2,6.3,,9.0,2014,Feminino,2023,Ametista,Pública,,,,,,,,
RA-706,2023,ALFA,0,Fase 2 (5° e 6° ano),-2,7.1527,9.0,7.8,4.39,6.875,7.3,8.08,5.0,6.7,7.8,,,2012,Feminino,2021,Ametista,Pública,,Ágata,Ametista,,7.659,,,
RA-840,2023,ALFA,0,Fase 1 (3° e 4° ano),-1,7.7862,9.5,9.0,4.38,7.5,8.2,8.59,5.0,8.3,8.0,,,2014,Masculino,2022,Ametista,Pública,,,Ametista,,7.875,,,
RA-841,2023,ALFA,0,Fase 2 (5° e 6° ano),-2,6.78,0.0,7.2,7.52,7.5,6.9,9.84,5.0,6.7,7.0,,11.0,2011,Masculino,2022,Agata,Pública,,,Ametista,,7.3,,,
RA-709,2023,ALFA,0,Fase 2 (5° e 6° ano),-2,6.6927,10.0,7.9,7.52,5.625,4.9,6.59,5.0,5.5,4.3,,11.0,2012,Feminino,2022,Agata,Pública,,,Quartzo,,5.313,,,
RA-913,2023,ALFA,0,Fase 2 (5° e 6° ano),-2,7.7432,8.0,8.5,6.89,6.25,7.9,9.245,5.0,9.5,6.3,,,2013,Feminino,2023,Ametista,Pública,,,,,,,,
RA-726,2023,ALFA,0,ALFA (1° e 2° ano),0,7.3687,10.0,6.1,7.52,5.625,6.0,8.17,10.0,6.2,5.8,,8.0,2015,Feminino,2022,Ametista,Pública,,,Ágata,,6.985,,,
RA-914,2023,ALFA,0,ALFA (1° e 2° ano),0,8.6912,10.0,9.2,7.52,6.25,8.7,8.67,10.0,9.0,8.4,,8.0,2015,Feminino,2023,Topázio,Pública,,,,,,,,
RA-915,2023,ALFA,0,ALFA (1° e 2° ano),0,8.5962,10.0,8.4,7.52,7.5,8.4,8.67,10.0,8.1,8.7,,,2015,Feminino,2023,Topázio,Pública,,,,,,,,
RA-916,2023,ALFA,0,Fase 1 (3° e 4° ano),-1,7.3882,9.5,9.7,2.52,6.25,6.6,9.005,5.0,7.7,5.5,,9.0,2014,Feminino,2023,Ametista,Pública,,,,,,,,
RA-917,2023,ALFA,0,ALFA (1° e 2° ano),0,5.987,0.0,7.2,2.52,6.25,7.0,6.35,10.0,5.3,8.7,,7.0,2015,Feminino,2023,Quartzo,Pública,,,,,,,,
RA-918,2023,ALFA,0,ALFA (1° e 2° ano),0,7.4967,10.0,8.7,2.52,5.625,7.7,7.01,10.0,7.1,8.3,,7.0,2016,Feminino,2023,Ametista,Pública,,,,,,,,
RA-919,2023,ALFA,0,Fase 1 (3° e 4° ano),-1,6.225,0.0,8.4,7.52,6.25,5.3,8.09,5.0,5.5,5.0,,9.0,2014,Masculino,2023,Agata,Pública,,,,,,,,
RA-920,2023,ALFA,0,ALFA (1° e 2° ano),0,6.9647,9.0,6.3,7.52,5.625,6.1,6.35,10.0,6.0,6.2,,8.0,2015,Feminino,2023,Agata,Pública,,,,,,,,
RA-921,2023,ALFA,0,ALFA (1° e 2° ano),0,7.7407,9.0,9.7,7.52,5.625,6.3,6.68,10.0,6.5,6.0,,7.0,2016,Feminino,2023,Ametista,Pública,,,,,,,,
RA-922,2023,ALFA,0,ALFA (1° e 2° ano),0,8.5262,8.5,9.7,3.14,7.5,8.4,10.01,10.0,8.5,8.2,,,2014,Feminino,2023,Topázio,Pública,,,,,,,,
RA-715,2023,ALFA,0,Fase 2 (5° e 6° ano),-2,5.8915,0.0,9.5,3.14,5.625,5.4,7.675,5.0,4.5,6.3,,,2013,Feminino,2022,Quartzo,Pública,,,Ágata,,6.656,,,
RA-822,2023,ALFA,0,Fase 2 (5° e 6° ano),-2,6.4497,8.5,8.4,2.52,5.625,7.1,5.925,5.0,8.0,6.2,,,2012,Masculino,2022,Agata,Pública,,,Ágata,,6.922,,,
RA-923,2023,ALFA,0,ALFA (1° e 2° ano),0,8.8842,9.5,9.9,7.52,7.5,7.3,10.01,10.0,7.5,7.0,,,2015,Feminino,2023,Topázio,Pública,,,,,,,,
RA-742,2023,ALFA,0,Fase 2 (5° e 6° ano),-2,7.024,0.0,7.6,7.52,7.5,7.5,10.01,5.0,6.2,8.8,,10.0,2013,Feminino,2022,Ametista,Pública,,,Ametista,,7.097,,,
RA-924,2023,ALFA,0,ALFA (1° e 2° ano),0,6.5207,9.0,5.6,7.52,5.625,5.0,5.93,10.0,5.0,5.0,,,2015,Masculino,2023,Agata,Pública,,,,,,,,
RA-925,2023,ALFA,0,ALFA (1° e 2° ano),0,7.1837,9.0,8.9,7.52,5.625,5.4,5.595,10.0,5.2,5.5,,,2015,Masculino,2023,Ametista,Pública,,,,,,,,
RA-853,2023,ALFA,0,Fase 1 (3° e 4° ano),-1,7.8402,10.0,9.5,3.77,6.25,7.4,9.84,5.0,7.2,7.5,,9.0,2014,Feminino,2022,Ametista,Pública,,,Topázio,,8.616,,,
RA-854,2023,ALFA,0,ALFA (1° e 2° ano),0,6.6415,0.0,9.5,3.77,5.625,6.0,8.01,10.0,7.5,4.5,,,2014,Feminino,2022,Agata,Pública,,,Topázio,,8.098,,,
RA-700,2023,ALFA,0,Fase 1 (3° e 4° ano),-1,8.2852,9.5,9.7,7.52,6.25,7.8,9.84,5.0,7.5,8.0,,9.0,2013,Feminino,2022,Topázio,Pública,,,Ametista,,7.738,,,
RA-701,2023,ALFA,0,Fase 2 (5° e 6° ano),-2,7.3982,9.5,9.9,3.77,6.25,7.2,7.68,5.0,7.3,7.0,,,2012,Masculino,2021,Ametista,Pública,,Ametista,Ametista,,7.755,,,
RA-856,2023,ALFA,0,ALFA (1° e 2° ano),0,7.3355,0.0,9.6,7.52,5.625,7.3,8.255,10.0,7.5,7.0,,,2015,Masculino,2022,Ametista,Pública,,,Topázio,,8.398,,,
RA-672,2023,ALFA,0,Fase 2 (5° e 6° ano),-2,6.5623,7.9,9.5,2.52,5.625,6.4,6.43,5.0,6.0,6.7,,10.0,2013,Feminino,2021,Agata,Pública,,Ametista,Ametista,,7.48,,,
RA-859,2023,ALFA,0,ALFA (1° e 2° ano),0,8.6042,8.0,9.2,7.52,7.5,7.3,10.01,10.0,6.8,7.8,,8.0,2015,Feminino,2022,Topázio,Pública,,,Topázio,,8.325,,,
RA-704,2023,ALFA,0,Fase 2 (5° e 6° ano),-2,6.8297,10.0,9.9,3.14,5.625,6.1,6.265,5.0,6.5,5.7,,,2012,Masculino,2022,Agata,Pública,,,Ágata,,6.741,,,
RA-741,2023,ALFA,0,Fase 2 (5° e 6° ano),-2,6.2707,9.5,6.9,4.39,5.625,5.1,7.095,5.0,4.2,6.0,,11.0,2012,Feminino,2022,Agata,Pública,,,Ágata,,6.896,,,
RA-719,2023,ALFA,0,Fase 2 (5° e 6° ano),-2,6.4137,9.5,5.3,7.52,5.625,5.9,7.095,5.0,7.0,4.7,,,2012,Masculino,2021,Agata,Pública,,Quartzo,Quartzo,,5.552,,,
RA-926,2023,ALFA,0,Fase 1 (3° e 4° ano),-1,7.7792,9.0,10.0,3.77,7.5,6.8,9.51,5.0,6.5,7.0,,9.0,2014,Feminino,2023,Ametista,Pública,,,,,,,,
RA-927,2023,ALFA,0,Fase 1 (3° e 4° ano),-1,7.5982,9.0,9.7,3.77,7.5,6.4,9.255,5.0,7.0,5.8,,,2014,Feminino,2023,Ametista,Pública,,,,,,,,
RA-928,2023,ALFA,0,ALFA (1° e 2° ano),0,9.3712,8.5,10.0,7.52,8.75,9.8,9.67,10.0,9.8,9.8,,8.0,2015,Feminino,2023,Topázio,Pública,,,,,,,,
RA-929,2023,ALFA,0,ALFA (1° e 2° ano),0,9.1312,8.5,9.8,7.52,8.75,8.8,9.67,10.0,8.7,8.9,,8.0,2015,Feminino,2023,Topázio,Pública,,,,,,,,
RA-930,2023,ALFA,0,ALFA (1° e 2° ano),0,8.8872,9.0,8.8,7.52,8.75,9.0,9.0,10.0,8.7,9.3,,8.0,2015,Masculino,2023,Topázio,Pública,,,,,,,,
RA-931,2023,ALFA,0,ALFA (1° e 2° ano),0,7.3747,8.5,8.2,2.52,5.625,7.8,7.6,10.0,7.0,8.5,,,2015,Masculino,2023,Ametista,Pública,,,,,,,,
RA-932,2023,ALFA,0,ALFA (1° e 2° ano),0,8.3847,9.5,7.9,7.52,8.125,7.5,9.0,10.0,6.5,8.4,,7.0,2015,Feminino,2023,Topázio,Pública,,,,,,,,
RA-933,2023,ALFA,0,ALFA (1° e 2° ano),0,8.6712,9.0,8.4,7.52,8.75,7.7,9.67,10.0,8.0,7.3,,8.0,2015,Feminino,2023,Topázio,Pública,,,,,,,,
RA-934,2023,ALFA,0,ALFA (1° e 2° ano),0,9.1737,9.0,9.6,7.52,9.375,8.7,9.67,10.0,8.3,9.0,,8.0,2015,Feminino,2023,Topázio,Pública,,,,,,,,
RA-935,2023,ALFA,0,Fase 1 (3° e 4° ano),-1,7.9535,0.0,9.8,7.52,9.375,9.4,9.67,5.0,9.2,9.5,,9.0,2014,Masculino,2023,Ametista,Pública,,,,,,,,
RA-936,2023,ALFA,0,ALFA (1° e 2° ano),0,8.5477,9.0,10.0,7.52,8.125,6.5,8.915,10.0,5.0,8.0,,,2015,Feminino,2023,Topázio,Pública,,,,,,,,
RA-937,2023,ALFA,0,ALFA (1° e 2° ano),0,9.3237,9.5,9.6,7.52,9.375,9.2,9.67,10.0,9.0,9.3,,,2015,Feminino,2023,Topázio,Pública,,,,,,,,
RA-756,2023,ALFA,0,Fase 2 (5° e 6° ano),-2,7.0927,10.0,8.7,7.52,5.625,6.1,6.59,5.0,5.4,6.8,,,2013,Masculino,2022,Ametista,Pública,,,Ágata,,6.976,,,
RA-938,2023,ALFA,0,Fase 1 (3° e 4° ano),-1,6.7372,8.5,8.4,7.52,6.25,4.2,7.5,5.0,0.0,8.3,,,2014,Masculino,2023,Agata,Pública,,,,,,,,
RA-939,2023,ALFA,0,Fase 2 (5° e 6° ano),-2,7.9742,9.0,10.0,7.52,7.5,5.4,10.01,5.0,5.0,5.7,,,2012,Feminino,2023,Ametista,Pública,,,,,,,,
RA-789,2023,ALFA,0,ALFA (1° e 2° ano),0,7.974,0.0,9.5,7.52,7.5,7.9,10.01,10.0,8.5,7.2,,8.0,2015,Feminino,2022,Ametista,Pública,,,Ametista,,7.405,,,
RA-792,2023,ALFA,0,Fase 2 (5° e 6° ano),-2,7.6267,9.0,7.7,7.52,6.875,7.2,9.085,5.0,6.8,7.5,,10.0,2013,Feminino,2022,Ametista,Pública,,,Ágata,,7.025,,,
RA-940,2023,ALFA,0,Fase 2 (5° e 6° ano),-2,6.6112,9.0,8.4,2.52,6.25,6.3,7.02,5.0,6.8,5.7,,,2012,Masculino,2023,Agata,Pública,,,,,,,,
RA-941,2023,ALFA,0,ALFA (1° e 2° ano),0,7.6872,8.0,10.0,7.52,5.0,5.0,8.175,10.0,5.0,5.0,,,2015,Feminino,2023,Ametista,Pública,,,,,,,,
RA-942,2023,ALFA,0,Fase 2 (5° e 6° ano),-2,6.8547,9.5,8.9,2.52,5.625,7.1,7.0,5.0,7.3,6.8,,10.0,2013,Feminino,2023,Agata,Pública,,,,,,,,
RA-943,2023,ALFA,0,ALFA (1° e 2° ano),0,8.9172,9.5,9.4,7.52,7.5,8.0,9.925,10.0,8.0,8.0,,,2015,Feminino,2023,Topázio,Pública,,,,,,,,
RA-782,2023,ALFA,0,Fase 1 (3° e 4° ano),-1,7.6812,8.5,9.8,2.52,7.5,7.5,9.345,5.0,8.3,6.7,,9.0,2014,Masculino,2022,Ametista,Pública,,,Ametista,,7.485,,,
RA-768,2023,ALFA,0,Fase 2 (5° e 6° ano),-2,8.4042,10.0,9.1,7.52,7.5,7.9,10.01,5.0,8.0,7.8,,,2012,Feminino,2021,Topázio,Pública,,Ametista,Ametista,,7.646,,,
RA-794,2023,ALFA,0,Fase 1 (3° e 4° ano),-1,7.9842,9.0,9.2,7.52,7.5,6.2,10.01,5.0,5.2,7.2,,,2014,Feminino,2022,Ametista,Pública,,,Ametista,,7.335,,,
RA-795,2023,ALFA,0,Fase 1 (3° e 4° ano),-1,8.4642,9.0,9.6,7.52,7.5,8.2,10.01,5.0,8.7,7.7,,9.0,2014,Feminino,2022,Topázio,Pública,,,Topázio,,8.064,,,
RA-944,2023,ALFA,0,Fase 1 (3° e 4° ano),-1,7.0687,9.0,7.6,7.52,5.625,7.5,6.67,5.0,9.2,5.8,,9.0,2014,Feminino,2023,Ametista,Pública,,,,,,,,
RA-945,2023,ALFA,0,ALFA (1° e 2° ano),0,8.0777,8.5,9.2,7.52,6.875,7.9,6.84,10.0,8.0,7.8,,,2015,Masculino,2023,Topázio,Pública,,,,,,,,
RA-946,2023,ALFA,0,ALFA (1° e 2° ano),0,8.5822,9.5,9.4,7.52,7.5,9.3,7.0,10.0,9.0,9.5,,,2016,Masculino,2023,Topázio,Pública,,,,,,,,
RA-754,2023,ALFA,0,Fase 2 (5° e 6° ano),-2,6.0537,9.5,6.1,2.52,6.875,5.6,6.67,5.0,5.7,5.4,,,2013,Masculino,2022,Agata,Pública,,,Ágata,,6.602,,,
RA-947,2023,ALFA,0,ALFA (1° e 2° ano),0,6.3457,9.0,7.9,7.52,4.375,3.3,5.08,10.0,1.7,4.9,,,2015,Masculino,2023,Agata,Pública,,,,,,,,
RA-948,2023,ALFA,0,ALFA (1° e 2° ano),0,6.5277,9.0,7.6,7.52,6.875,0.0,8.34,10.0,0.0,0.0,,8.0,2015,Feminino,2023,Agata,Pública,,,,,,,,
RA-949,2023,ALFA,0,ALFA (1° e 2° ano),0,8.0172,9.5,8.1,7.52,6.25,8.9,6.5,10.0,9.1,8.6,,,2015,Feminino,2023,Topázio,Pública,,,,,,,,
RA-950,2023,ALFA,0,ALFA (1° e 2° ano),0,8.8862,9.0,10.0,7.52,7.5,9.3,8.17,10.0,9.5,9.0,,8.0,2014,Feminino,2023,Topázio,Pública,,,,,,,,
RA-773,2023,ALFA,0,Fase 1 (3° e 4° ano),-1,6.9287,10.0,7.5,2.52,5.625,7.9,7.67,5.0,8.0,7.8,,9.0,2013,Feminino,2022,Agata,Pública,,,Ágata,,6.922,,,
RA-951,2023,ALFA,0,ALFA (1° e 2° ano),0,8.8902,9.5,9.7,7.52,7.5,8.4,9.09,10.0,8.5,8.3,,7.0,2016,Feminino,2023,Topázio,Pública,,,,,,,,
RA-769,2023,ALFA,0,Fase 2 (5° e 6° ano),-2,7.85345,10.0,9.3,3.77,7.8125,8.0,8.675,5.0,8.2,7.8,,10.0,2013,Feminino,2022,Ametista,Pública,,,Ametista,,7.598,,,
RA-952,2023,ALFA,0,ALFA (1° e 2° ano),0,8.37095,9.5,9.2,3.77,7.1875,9.0,8.425,10.0,8.8,9.2,,8.0,2015,Masculino,2023,Topázio,Pública,,,,,,,,
RA-826,2023,ALFA,0,Fase 1 (3° e 4° ano),-1,7.77645,10.0,10.0,3.77,7.8125,7.3,8.34,5.0,7.0,7.5,,,2014,Masculino,2022,Ametista,Pública,,,Ametista,,7.776,,,
RA-953,2023,ALFA,0,ALFA (1° e 2° ano),0,7.54005,7.4,8.8,3.14,6.5625,8.3,7.09,10.0,8.5,8.0,,,2015,Feminino,2023,Ametista,Pública,,,,,,,,
RA-954,2023,ALFA,0,ALFA (1° e 2° ano),0,6.82375,0.0,8.3,3.14,7.1875,7.7,8.005,10.0,7.8,7.5,,8.0,2015,Feminino,2023,Agata,Pública,,,,,,,,
RA-780,2023,ALFA,0,Fase 2 (5° e 6° ano),-2,7.7842,9.5,8.8,3.14,8.75,8.3,8.675,5.0,8.0,8.5,,10.0,2013,Feminino,2022,Ametista,Pública,,,Ágata,,6.955,,,
RA-955,2023,ALFA,0,Fase 2 (5° e 6° ano),-2,7.1297,9.0,8.8,3.14,6.875,7.8,7.09,5.0,8.0,7.5,,10.0,2013,Feminino,2023,Ametista,Pública,,,,,,,,
RA-831,2023,ALFA,0,Fase 1 (3° e 4° ano),-1,7.71645,8.0,9.4,3.77,7.8125,8.3,8.59,5.0,8.8,7.8,,9.0,2013,Masculino,2022,Ametista,Pública,,,Ametista,,7.41,,,
RA-783,2023,ALFA,0,Fase 1 (3° e 4° ano),-1,7.2922,9.5,6.8,3.77,7.5,8.9,7.925,5.0,9.0,8.7,,,2014,Masculino,2021,Ametista,Pública,,Ametista,Ágata,,6.996,,,
RA-774,2023,ALFA,0,Fase 1 (3° e 4° ano),-1,5.852,0.0,9.5,3.14,5.0,6.9,6.34,5.0,7.7,6.0,,,2014,Feminino,2022,Quartzo,Pública,,,Ametista,,7.587,,,
RA-748,2023,ALFA,0,Fase 2 (5° e 6° ano),-2,8.7142,9.5,9.7,7.52,7.5,9.1,10.01,5.0,9.0,9.2,,,2013,Masculino,2022,Topázio,Pública,,,Topázio,,8.084,,,
RA-749,2023,ALFA,0,Fase 1 (3° e 4° ano),-1,7.7597,10.0,9.0,7.52,5.625,7.3,8.425,5.0,7.3,7.3,,9.0,2013,Masculino,2022,Ametista,Pública,,,Ametista,,7.484,,,
RA-956,2023,ALFA,0,Fase 2 (5° e 6° ano),-2,7.7312,8.0,7.5,7.52,7.5,7.8,9.345,5.0,7.8,7.8,,11.0,2012,Masculino,2023,Ametista,Pública,,,,,,,,
RA-787,2023,ALFA,0,Fase 1 (3° e 4° ano),-1,7.5227,9.0,9.8,7.52,5.625,5.9,8.34,5.0,6.0,5.8,,,2014,Masculino,2022,Ametista,Pública,,,Ametista,,7.205,,,
RA-957,2023,ALFA,0,ALFA (1° e 2° ano),0,9.1672,10.0,9.3,7.52,7.5,9.1,9.925,10.0,9.0,9.2,,,2014,Feminino,2023,Topázio,Pública,,,,,,,,
RA-753,2023,ALFA,0,Fase 1 (3° e 4° ano),-1,8.6672,9.0,9.9,7.52,7.5,9.0,9.925,5.0,9.0,9.0,,,2014,Feminino,2022,Topázio,Pública,,,Topázio,,8.481,,,
RA-958,2023,ALFA,0,ALFA (1° e 2° ano),0,9.2902,10.0,9.8,7.52,7.5,9.3,9.84,10.0,9.3,9.3,,,2015,Feminino,2023,Topázio,Pública,,,,,,,,
RA-755,2023,ALFA,0,Fase 1 (3° e 4° ano),-1,8.7442,10.0,9.5,7.52,7.5,9.2,10.01,5.0,9.2,9.2,,9.0,2014,Masculino,2022,Topázio,Pública,,,Topázio,,8.566,,,
RA-763,2023,ALFA,0,Fase 2 (5° e 6° ano),-2,6.7215,0.0,9.2,3.14,6.875,7.9,9.0,5.0,7.8,8.0,,10.0,2012,Feminino,2021,Agata,Pública,,Ágata,Ametista,,7.402,,,
RA-757,2023,ALFA,0,Fase 2 (5° e 6° ano),-2,8.6742,9.0,9.6,7.52,7.5,9.3,10.01,5.0,9.5,9.0,,10.0,2013,Feminino,2022,Topázio,Pública,,,Topázio,,8.26,,,
RA-959,2023,ALFA,0,ALFA (1° e 2° ano),0,8.6677,10.0,9.6,7.52,6.875,7.7,8.84,10.0,7.7,7.7,,8.0,2015,Masculino,2023,Topázio,Pública,,,,,,,,
RA-960,2023,ALFA,0,Fase 2 (5° e 6° ano),-2,7.0847,8.5,10.0,7.52,5.625,6.3,5.85,5.0,6.5,6.0,,10.0,2013,Masculino,2023,Ametista,Pública,,,,,,,,
RA-961,2023,ALFA,0,Fase 1 (3° e 4° ano),-1,5.99625,0.0,8.7,2.52,5.3125,6.2,8.665,5.0,6.2,6.2,,9.0,2014,Masculino,2023,Quartzo,Pública,,,,,,,,
RA-962,2023,ALFA,0,Fase 1 (3° e 4° ano),-1,8.4742,9.0,9.2,7.52,7.5,8.7,10.01,5.0,9.5,7.8,,,2014,Feminino,2023,Topázio,Pública,,,,,,,,
RA-805,2023,ALFA,0,Fase 1 (3° e 4° ano),-1,6.492,0.0,9.1,7.52,6.25,6.8,7.175,5.0,6.8,6.8,,9.0,2014,Masculino,2021,Agata,Pública,,Ametista,Topázio,,8.279,,,
RA-806,2023,ALFA,0,Fase 1 (3° e 4° ano),-1,7.2937,8.5,8.3,6.27,6.875,7.8,7.095,5.0,7.8,7.7,,9.0,2014,Masculino,2022,Ametista,Pública,,,Ametista,,7.561,,,
RA-807,2023,ALFA,0,Fase 1 (3° e 4° ano),-1,7.8632,9.5,9.1,7.52,6.25,8.0,8.08,5.0,8.3,7.7,,9.0,2014,Masculino,2022,Ametista,Pública,,,Topázio,,8.121,,,
RA-963,2023,ALFA,0,Fase 1 (3° e 4° ano),-1,8.6142,9.5,9.8,7.52,7.5,8.5,10.01,5.0,8.3,8.7,,,2014,Feminino,2023,Topázio,Pública,,,,,,,,
RA-964,2023,ALFA,0,Fase 1 (3° e 4° ano),-1,7.7997,8.5,9.4,7.52,6.875,7.2,8.5,5.0,7.3,7.0,,9.0,2014,Masculino,2023,Ametista,Pública,,,,,,,,
RA-965,2023,ALFA,0,Fase 1 (3° e 4° ano),-1,6.4832,8.5,8.2,6.27,5.0,4.7,7.18,5.0,5.3,4.0,,9.0,2014,Feminino,2023,Agata,Pública,,,,,,,,
RA-966,2023,ALFA,0,Fase 1 (3° e 4° ano),-1,7.44345,10.0,10.0,7.52,6.5625,5.0,7.675,5.0,5.0,5.0,,,2014,Masculino,2023,Ametista,Pública,,,,,,,,
RA-967,2023,ALFA,0,Fase 2 (5° e 6° ano),-2,7.1347,9.5,8.0,7.52,5.625,6.5,7.35,5.0,6.5,6.5,,,2013,Masculino,2023,Ametista,Pública,,,,,,,,
RA-968,2023,ALFA,0,Fase 1 (3° e 4° ano),-1,8.4942,9.0,9.7,7.52,7.5,8.3,10.01,5.0,8.0,8.5,,,2014,Feminino,2023,Topázio,Pública,,,,,,,,
RA-812,2023,ALFA,0,ALFA (1° e 2° ano),0,8.0357,9.5,9.1,7.52,6.875,5.8,8.33,10.0,6.3,5.3,,8.0,2014,Masculino,2022,Topázio,Pública,,,Ametista,,7.497,,,
RA-969,2023,ALFA,0,ALFA (1° e 2° ano),0,7.7692,8.5,9.7,7.52,6.25,5.5,7.51,10.0,6.0,5.0,,8.0,2015,Masculino,2023,Ametista,Pública,,,,,,,,
RA-970,2023,ALFA,0,ALFA (1° e 2° ano),0,8.9977,8.5,8.1,7.52,9.375,9.4,9.84,10.0,9.2,9.5,,,2015,Feminino,2023,Topázio,Pública,,,,,,,,
RA-971,2023,ALFA,0,ALFA (1° e 2° ano),0,7.0169,7.8,6.4,3.77,5.625,6.9,8.17,10.0,5.5,8.3,,,2015,Masculino,2023,Ametista,Pública,,,,,,,,
RA-972,2023,ALFA,0,ALFA (1° e 2° ano),0,7.5427,9.0,9.1,3.77,6.875,6.0,7.84,10.0,6.2,5.7,,8.0,2015,Masculino,2023,Ametista,Pública,,,,,,,,
RA-973,2023,ALFA,0,Fase 1 (3° e 4° ano),-1,5.82875,0.0,8.6,3.77,7.1875,5.2,7.415,5.0,6.2,4.1,,,2014,Masculino,2023,Quartzo,Pública,,,,,,,,
RA-974,2023,ALFA,0,ALFA (1° e 2° ano),0,8.4752,9.0,9.1,3.77,7.5,8.8,9.34,10.0,8.8,8.8,,,2015,Masculino,2023,Topázio,Pública,,,,,,,,
RA-975,2023,ALFA,0,ALFA (1° e 2° ano),0,7.7803,7.9,9.2,7.52,5.625,6.5,7.67,10.0,7.2,5.8,,,2015,Feminino,2023,Ametista,Pública,,,,,,,,
RA-976,2023,ALFA,0,ALFA (1° e 2° ano),0,8.39895,9.5,9.2,6.27,5.9375,8.6,8.34,10.0,9.0,8.2,,,2015,Masculino,2023,Topázio,Pública,,,,,,,,
RA-977,2023,ALFA,0,ALFA (1° e 2° ano),0,7.1717,8.5,7.4,5.02,5.625,5.8,8.085,10.0,5.7,5.9,,7.0,2015,Feminino,2023,Ametista,Pública,,,,,,,,
RA-978,2023,ALFA,0,ALFA (1° e 2° ano),0,8.3877,9.0,9.8,3.77,5.625,8.6,9.34,10.0,8.7,8.5,,,2015,Feminino,2023,Topázio,Pública,,,,,,,,
RA-979,2023,ALFA,0,ALFA (1° e 2° ano),0,8.1617,9.5,9.6,6.27,5.625,6.0,9.51,10.0,6.0,6.0,,8.0,2015,Masculino,2023,Topázio,Pública,,,,,,,,
RA-980,2023,ALFA,0,ALFA (1° e 2° ano),0,7.1425,0.0,9.8,5.02,5.625,6.3,9.34,10.0,6.5,6.0,,8.0,2015,Feminino,2023,Ametista,Pública,,,,,,,,
RA-808,2023,ALFA,0,Fase 1 (3° e 4° ano),-1,8.1932,10.0,10.0,2.52,7.5,8.7,9.755,5.0,8.7,8.7,,9.0,2014,Masculino,2022,Topázio,Pública,,,Topázio,,8.361,,,
RA-981,2023,ALFA,0,ALFA (1° e 2° ano),0,7.5367,9.5,9.1,2.52,5.625,5.8,9.01,10.0,5.7,5.8,,7.0,2016,Feminino,2023,Ametista,Pública,,,,,,,,
RA-982,2023,ALFA,0,ALFA (1° e 2° ano),0,7.1215,0.0,9.1,2.52,5.625,8.6,8.835,10.0,8.7,8.5,,7.0,2015,Masculino,2023,Ametista,Pública,,,,,,,,
RA-983,2023,ALFA,0,ALFA (1° e 2° ano),0,8.3502,8.5,9.9,2.52,6.25,8.8,9.415,10.0,8.8,8.8,,8.0,2014,Masculino,2023,Topázio,Pública,,,,,,,,
