RA,Ano,Fase,fase_num,Fase_Ideal,Defasagem,INDE_ano,IAA,IEG,IPS,IPP,IDA,IPV,IAN,Mat,Por,Ing,Idade,ano_nasc_obs,Gênero,Ano ingresso,Pedra_ano,Instituicao,Pedra20,Pedra21,Pedra22_hist,Pedra23_hist,INDE22_hist,INDE23_hist,Atingiu_PV,Rec_Psicologia
RA-181,2024,5A,5,Fase 5 (1° EM),0,7.439841414133334,7.5,8.737373737333334,6.26,7.625,4.333333333333333,8.436,10.0,0.0,7.5,5.5,15.0,2009,Feminino,2021,Ametista,Privada - Programa de Apadrinhamento,Topázio,Ametista,Topázio,Ametista,8.622797438146648,7.671208333,,
RA-121,2024,5A,5,Fase 7 (3° EM),-2,7.476158297266668,8.751,8.152958153,6.26,7.25,8.833333333333334,6.764,5.0,7.5,9.0,10.0,17.0,2006,Feminino,2021,Ametista,Pública,,Ágata,Ametista,Agata,7.244678043887148,6.811875,,
RA-211,2024,5A,5,Fase 5 (1° EM),0,8.283601875933334,9.585,9.379509379666667,7.51,7.25,7.0,7.866,10.0,5.5,6.5,9.0,15.0,2009,Masculino,2021,Topázio,Privada - Programa de Apadrinhamento,,Topázio,Topázio,Topázio,8.464935044778892,8.024791667,,
RA-1198,2024,5A,5,Fase 6 (2° EM),-1,6.9217748918,8.751,9.458874459,7.51,7.375,3.5,7.332,5.0,0.0,1.0,9.5,17.0,2007,Feminino,2023,Agata,Pública,,,,Ametista,,7.515233333,,
RA-110,2024,5A,5,Fase 5 (1° EM),0,8.6324939394,9.168,9.696969697,6.255,7.5,8.5,8.504,10.0,10.0,7.0,8.5,16.0,2008,Masculino,2021,Topázio,Privada - Programa de Apadrinhamento,Ametista,Topázio,Topázio,Topázio,8.149929726333543,8.0879,,
RA-189,2024,5A,5,Fase 5 (1° EM),0,8.586533333333334,10.002,10.0,6.255,6.875,8.166666666666666,8.2,10.0,7.0,7.5,10.0,15.0,2008,Masculino,2021,Topázio,Privada - Programa de Apadrinhamento,Ametista,Ametista,Ametista,Ametista,7.628620754385966,7.727325,,
RA-127,2024,5A,5,Fase 5 (1° EM),0,8.5605939394,8.751,9.488636363666666,7.51,7.625,7.833333333333333,8.538,10.0,10.0,3.5,10.0,16.0,2008,Feminino,2022,Topázio,Privada - Programa de Apadrinhamento,,,Topázio,Ametista,8.28325764036921,7.91935,,
RA-115,2024,5A,5,Fase 7 (3° EM),-2,5.404184695733334,7.917,4.164756812,6.26,6.75,4.166666666666667,5.726,5.0,6.5,4.5,1.5,17.0,2006,Feminino,2021,Quartzo,Pública,Ametista,Ametista,Quartzo,Agata,5.885500876499922,6.319141667,,
RA-215,2024,5B,5,Fase 5 (1° EM),0,7.045258874400002,7.084,6.455627705333334,6.26,8.0,5.666666666666667,7.432,10.0,5.0,2.0,10.0,15.0,2009,Feminino,2021,Ametista,Pública,,Ágata,Ametista,Ametista,7.171874500000001,7.166475,,
RA-1598,2024,5B,5,Fase 5 (1° EM),0,8.4656285714,9.585,8.857142857,7.51,8.375,7.5,8.236,10.0,7.5,7.5,,15.0,2009,Feminino,2024,Topázio,Pública,,,,,,,,
RA-1174,2024,5B,5,Fase 5 (1° EM),0,7.374213419866667,8.751,8.349567099333333,6.26,7.5,5.0,7.266,10.0,5.0,3.0,7.0,16.0,2008,Feminino,2023,Ametista,Pública,,,,Ametista,,7.333591667,,
RA-192,2024,5B,5,Fase 7 (3° EM),-2,6.882960606066668,8.334,6.363636363666667,7.51,7.125,7.166666666666667,6.9,5.0,4.0,7.5,10.0,17.0,2007,Masculino,2021,Agata,Privada,,Quartzo,Quartzo,Agata,4.9321151079328756,6.616016667,,
RA-220,2024,5B,5,Fase 5 (1° EM),0,7.6987770562666675,8.751,8.198051948,6.26,7.25,6.833333333333333,7.332,10.0,8.0,3.5,9.0,15.0,2009,Feminino,2022,Ametista,Pública,,,Ágata,Ametista,7.027986444444445,7.102016667,,
RA-186,2024,5B,5,Fase 4 (9° ano),1,8.325963636333334,7.917,9.640151515,6.26,8.125,7.166666666666667,8.672,10.0,6.0,7.0,8.5,15.0,2009,Feminino,2021,Topázio,Privada,Ametista,Ametista,Ametista,Ametista,7.831592958621301,7.817541667,,
RA-1181,2024,5B,5,Fase 5 (1° EM),0,6.2015816738666665,9.168,5.036075036,6.26,7.125,3.8333333333333335,5.862,10.0,1.0,1.0,9.5,15.0,2009,Feminino,2023,Agata,Pública,,,,Agata,,6.971266667,,
RA-1599,2024,5B,5,Fase 7 (3° EM),-2,7.6059333333333345,8.334,9.666666666666666,7.51,7.75,6.5,7.566,5.0,7.0,6.0,,17.0,2006,Feminino,2024,Ametista,Pública,,,,,,,,
RA-111,2024,5B,5,Fase 5 (1° EM),0,8.667693939400001,9.168,9.488636363666666,6.26,8.125,8.333333333333334,8.74,10.0,8.0,7.0,10.0,15.0,2009,Feminino,2021,Topázio,Privada - Programa de Apadrinhamento,Ametista,Topázio,Topázio,Ametista,8.645932539215686,7.566458333,,
RA-1600,2024,5B,5,Fase 7 (3° EM),-2,6.750618518533334,8.751,8.425925926,6.26,7.25,5.666666666666667,6.03,5.0,5.0,2.0,10.0,17.0,2007,Feminino,2024,Agata,Pública,,,,,,,,
RA-1601,2024,5C,5,Fase 6 (2° EM),-1,7.2431,8.751,7.0,7.51,7.5,6.5,8.335,5.0,5.0,5.0,9.5,17.0,2007,Feminino,2024,Ametista,Pública,,,,,,,,
RA-176,2024,5C,5,Fase 4 (9° ano),1,8.828632575733334,9.585,9.545454545333333,6.26,8.59375,8.833333333333334,8.545,10.0,9.0,8.0,9.5,15.0,2009,Feminino,2021,Topázio,Privada - Programa de Apadrinhamento,Topázio,Ametista,Topázio,Topázio,8.427269800194932,8.316833333,,
RA-1602,2024,5C,5,Fase 5 (1° EM),0,8.041889814800001,7.917,8.782407407333332,7.51,7.34375,7.166666666666667,7.875,10.0,9.5,2.0,10.0,15.0,2009,Feminino,2024,Topázio,Pública,,,,,,,,
RA-1603,2024,5C,5,Fase 6 (2° EM),-1,7.836518518466668,7.5,9.259259258999998,7.51,7.5,8.333333333333334,7.835,5.0,8.5,7.0,9.5,16.0,2008,Feminino,2024,Ametista,Pública,,,,,,,,
RA-1604,2024,5C,5,Fase 6 (2° EM),-1,8.0118555556,9.168,7.777777778,7.51,8.125,8.5,8.88,5.0,10.0,5.5,10.0,16.0,2008,Masculino,2024,Topázio,Pública,,,,,,,,
RA-193,2024,5C,5,Fase 4 (9° ano),1,8.465046969666668,8.751,9.848484848333333,6.26,8.4375,7.0,8.7525,10.0,6.5,4.5,10.0,14.0,2010,Masculino,2021,Topázio,Privada - Programa de Apadrinhamento,Topázio,Topázio,Topázio,Ametista,8.155073214424952,7.718566667,,
RA-195,2024,5C,5,Fase 4 (9° ano),1,8.4690496032,7.5,9.682539682666667,6.26,7.96875,7.833333333333333,8.965,10.0,9.0,6.5,8.0,15.0,2009,Feminino,2021,Topázio,Privada - Programa de Apadrinhamento,Ametista,Ametista,Ametista,Ametista,8.016570200779729,7.60205,,
RA-196,2024,5C,5,Fase 4 (9° ano),1,8.823550937933334,8.751,9.689754689666666,7.51,8.75,8.0,8.9225,10.0,8.0,7.0,9.0,14.0,2010,Masculino,2021,Topázio,Privada - Programa de Apadrinhamento,Ametista,Topázio,Topázio,Ametista,8.124397285239297,7.560991667,,
RA-197,2024,5C,5,Fase 5 (1° EM),0,8.568238636333334,7.5,9.848484848333333,6.26,7.96875,8.333333333333334,8.795,10.0,7.0,8.0,10.0,14.0,2009,Feminino,2021,Topázio,Privada - Programa de Apadrinhamento,,Topázio,Topázio,Ametista,8.217507976608186,7.967608333,,
RA-229,2024,5C,5,Fase 4 (9° ano),1,8.852545634933334,9.585,9.841269841333334,5.635,8.28125,8.833333333333334,8.8375,10.0,9.5,7.0,10.0,14.0,2010,Masculino,2022,Topázio,Privada - Programa de Apadrinhamento,,,Topázio,Topázio,8.62014138888889,8.207591667,,
RA-202,2024,5C,5,Fase 6 (2° EM),-1,7.3512154762,8.334,7.880952381,6.26,7.65625,7.5,7.75,5.0,8.5,6.0,8.0,16.0,2008,Feminino,2021,Ametista,Pública,Ametista,Ametista,Quartzo,Agata,5.201146520702537,6.791641667,,
RA-1176,2024,5C,5,Fase 4 (9° ano),1,8.914816269866666,8.751,9.682539682666667,6.26,8.59375,9.166666666666666,8.9225,10.0,10.0,8.0,9.5,14.0,2010,Masculino,2023,Topázio,Privada - Programa de Apadrinhamento,,,,Topázio,,8.881483333,,
RA-1177,2024,5C,5,Fase 5 (1° EM),0,8.3233039474,8.751,9.824561403666666,6.26,7.65625,7.333333333333333,8.125,10.0,9.5,5.5,7.0,15.0,2008,Feminino,2023,Topázio,Pública,,,,Topázio,,8.345491667,,
RA-146,2024,5D,5,Fase 7 (3° EM),-2,8.134554885333333,8.751,9.514316093333333,5.635,7.65625,9.333333333333334,8.304,5.0,9.0,9.0,10.0,17.0,2007,Feminino,2022,Topázio,Pública,,,Ametista,Ametista,7.946686340802987,7.584483333,,
RA-1199,2024,5D,5,Fase 7 (3° EM),-2,7.614235714266666,7.5,8.571428571333334,5.005,6.5625,9.0,8.466,5.0,10.0,7.0,10.0,18.0,2006,Masculino,2023,Ametista,Concluiu o 3º EM,,,,Ametista,,7.024933333,,
RA-1178,2024,5D,5,Fase 6 (2° EM),-1,8.0934746032,8.751,9.682539682666667,6.26,7.5,8.333333333333334,8.696,5.0,9.0,8.0,8.0,17.0,2007,Masculino,2023,Topázio,Pública,,,,Ametista,,7.066475,,
RA-149,2024,5D,5,Fase 7 (3° EM),-2,5.7316173854,9.585,4.104378593666667,6.26,7.34375,3.8333333333333335,6.626,5.0,0.0,6.5,5.0,17.0,2007,Feminino,2022,Quartzo,Pública,,,Ágata,Quartzo,6.322651405982906,5.622266667,,
RA-1605,2024,5D,5,Fase 6 (2° EM),-1,4.920488888866667,0.0,5.0694444443333335,7.51,7.5,2.5,7.028,5.0,0.0,7.5,0.0,16.0,2008,Masculino,2024,Quartzo,Pública,,,,,,,,
RA-107,2024,5D,5,Fase 6 (2° EM),-1,6.676130827066667,7.5,7.9949874686666655,7.51,7.5,4.666666666666667,6.964,5.0,0.0,4.5,9.5,16.0,2007,Feminino,2021,Agata,Pública,Topázio,Ágata,Ágata,Agata,6.258056446780273,6.845208333,,
RA-184,2024,5D,5,Fase 4 (9° ano),1,8.471456704266666,8.751,8.696741854666667,6.26,7.96875,8.166666666666666,9.004,10.0,9.5,5.0,10.0,14.0,2010,Masculino,2021,Topázio,Privada - Programa de Apadrinhamento,Ametista,Ametista,Ametista,Topázio,7.2799257424242425,8.430241667,,
RA-1606,2024,5D,5,Fase 7 (3° EM),-2,5.8216796296,8.334,5.148148148,7.51,7.8125,2.5,7.132,5.0,7.5,0.0,0.0,17.0,2006,Feminino,2024,Quartzo,Pública,,,,,,,,
RA-1607,2024,5D,5,Fase 6 (2° EM),-1,4.899894444466667,5.833,6.222222222333333,5.635,6.5625,0.0,6.762,5.0,,0.0,0.0,16.0,2008,Masculino,2024,Quartzo,Pública,,,,,,,,
RA-1608,2024,5D,5,Fase 5 (1° EM),0,7.072539814866667,8.751,7.199074074333335,7.51,6.40625,5.0,6.83,10.0,8.5,3.5,3.0,15.0,2009,Masculino,2024,Ametista,Pública,,,,,,,,
RA-1173,2024,5D,5,Fase 5 (1° EM),0,8.220132915666667,9.168,9.665831245,7.51,8.125,5.833333333333333,8.2,10.0,6.0,7.5,4.0,15.0,2009,Masculino,2023,Topázio,Pública,,,,Ametista,,7.67285,,
RA-237,2024,5F,5,Fase 6 (2° EM),-1,7.931384271366667,8.751,9.689754689666666,6.26,7.916666667,7.666666666666667,8.336666667,5.0,6.0,7.0,10.0,16.0,2008,Feminino,2022,Ametista,Privada - Programa de Apadrinhamento,,,Topázio,Ametista,8.083730668737061,7.436566667,,
RA-147,2024,5F,5,Fase 6 (2° EM),-1,7.400477922133334,8.334,9.277056277,7.51,7.5,6.166666666666667,7.386666667,5.0,6.0,2.5,10.0,16.0,2008,Feminino,2022,Ametista,Pública,,,Ametista,Quartzo,7.540822106753813,5.5425,,
RA-131,2024,5F,5,Fase 7 (3° EM),-2,7.263155555633333,8.751,9.444444444666667,7.51,7.708333333,5.0,7.386666667,5.0,4.0,5.0,6.0,17.0,2007,Feminino,2021,Ametista,Pública,Topázio,Ametista,Ametista,Quartzo,7.174196928571429,5.952358333,,
RA-1609,2024,5F,5,Fase 7 (3° EM),-2,7.577233333233334,8.334,9.666666666666666,7.51,7.708333333,6.0,7.943333333,5.0,6.0,4.0,8.0,17.0,2007,Feminino,2024,Ametista,Pública,,,,,,,,
RA-137,2024,5F,5,Fase 7 (3° EM),-2,6.576761183366667,9.585,7.582972583,5.005,4.791666667,6.833333333333333,6.276666667,5.0,2.0,8.5,10.0,18.0,2005,Feminino,2021,Agata,Concluiu o 3º EM,Quartzo,Ágata,Ametista,Quartzo,7.056350274891774,5.937025,,
RA-1184,2024,5F,5,Fase 6 (2° EM),-1,7.411701731566668,6.666,8.658008657666668,7.51,7.291666667,7.666666666666667,7.5,5.0,6.0,7.0,10.0,17.0,2007,Masculino,2023,Ametista,Pública,,,,Ametista,,7.381566667,,
RA-138,2024,5F,5,Fase 7 (3° EM),-2,7.3860274169,9.585,8.751803751666666,7.51,7.708333333,5.833333333333333,7.443333333,5.0,7.5,5.0,5.0,17.0,2007,Masculino,2021,Ametista,Pública,Ametista,Ágata,Ágata,Agata,6.7380259603174615,6.784075,,
RA-1610,2024,5F,5,Fase 7 (3° EM),-2,6.7023729275666675,9.168,7.753697970666667,7.51,7.291666667,5.166666666666667,6.106666667,5.0,4.0,2.0,9.5,17.0,2007,Masculino,2024,Agata,Pública,,,,,,,,
RA-1611,2024,5F,5,Fase 7 (3° EM),-2,6.4589186218000005,7.083,8.361426442,7.51,7.5,4.5,5.886666667,5.0,2.0,2.5,9.0,17.0,2007,Masculino,2024,Agata,Pública,,,,,,,,
RA-1612,2024,5F,5,Fase 7 (3° EM),-2,7.014528571366666,6.666,8.523809523666666,7.51,7.708333333,6.166666666666667,6.94,5.0,5.0,6.5,7.0,18.0,2006,Masculino,2024,Ametista,Pública,,,,,,,,
RA-1188,2024,5G,5,Fase 6 (2° EM),-1,7.801633333400001,9.168,10.0,7.51,8.125,7.0,7.106666667,5.0,7.0,6.0,8.0,16.0,2008,Feminino,2023,Ametista,Pública,,,,,,,,
RA-1613,2024,5G,5,Fase 7 (3° EM),-2,6.085471428700001,8.334,7.1428571430000005,7.51,7.291666667,3.0,6.216666667,5.0,0.0,1.0,8.0,17.0,2007,Feminino,2024,Agata,Pública,,,,,,,,
RA-244,2024,5G,5,Fase 4 (9° ano),1,8.7225,7.5,10.0,6.26,8.125,9.5,8.17,10.0,10.0,9.0,9.5,14.0,2010,Feminino,2021,Topázio,Privada - Programa de Apadrinhamento,Topázio,Topázio,Topázio,Ametista,8.510208575470424,7.044333333,,
RA-267,2024,5G,5,Fase 7 (3° EM),-2,5.8963067819666675,10.002,8.285533910333333,6.26,4.583333333,2.0,6.273333333,5.0,0.0,2.0,4.0,17.0,2007,Feminino,2021,Quartzo,Pública,Ágata,Quartzo,Ágata,,6.011790235258207,,,
RA-1189,2024,5G,5,Fase 6 (2° EM),-1,7.6486387164,9.585,8.672360248333332,7.51,7.5,7.666666666666667,7.106666667,5.0,7.0,7.0,9.0,16.0,2008,Feminino,2023,Ametista,Pública,,,,,,,,
RA-113,2024,5G,5,Fase 6 (2° EM),-1,7.043536903066667,8.751,7.063851181666667,7.51,7.5,6.666666666666667,7.106666667,5.0,7.0,6.0,7.0,16.0,2007,Feminino,2021,Ametista,Pública,Ametista,Ágata,Quartzo,,3.0318062222222224,,,
RA-152,2024,5L,5,Fase 7 (3° EM),-2,6.5837938596,7.5,7.337719298333333,5.63,7.8125,5.166666666666667,7.443333333,5.0,0.0,7.5,8.0,17.0,2006,Feminino,2022,Agata,Pública,,,Ágata,Agata,6.712044773504273,6.30695,,
RA-318,2024,5L,5,Fase 6 (2° EM),-1,7.025000925866668,7.917,9.129629629666667,7.51,7.34375,4.666666666666667,7.443333333,5.0,2.0,6.0,6.0,16.0,2008,Feminino,2021,Ametista,Pública,Ágata,Ametista,Ágata,Agata,6.527470839262188,6.856575,,
RA-274,2024,5L,5,Fase 3 (7° e 8° ano),2,8.651029629666667,8.334,9.648148147999999,5.635,8.125,9.333333333333334,8.226666667,10.0,9.0,9.0,10.0,13.0,2011,Feminino,2021,Topázio,Privada - Programa de Apadrinhamento,Ametista,Topázio,Ametista,Topázio,7.945715145299146,8.137625,,
RA-319,2024,5L,5,Fase 5 (1° EM),0,7.948699561466667,9.585,9.024122807,7.51,7.34375,5.833333333333333,7.666666667,10.0,4.0,5.0,8.5,15.0,2009,Masculino,2022,Ametista,Pública,,,Ametista,Topázio,7.448464223100571,8.367208333,,
RA-160,2024,5L,5,Fase 6 (2° EM),-1,6.855108333266668,8.334,7.416666666666667,6.26,7.34375,5.666666666666667,7.723333333,5.0,3.0,5.5,8.5,17.0,2007,Feminino,2021,Agata,Privada - Programa de Apadrinhamento,,Ágata,Ágata,Agata,6.745866585563862,6.598266667,,
RA-161,2024,5L,5,Fase 5 (1° EM),0,7.258445588333334,8.751,7.965686274666666,6.26,7.96875,4.0,7.836666667,10.0,5.0,7.0,0.0,15.0,2009,Feminino,2021,Ametista,Privada - Programa de Apadrinhamento,Ametista,Ametista,Ametista,Agata,7.95721614036921,6.250166667,,
RA-1614,2024,5L,5,Fase 6 (2° EM),-1,6.787898989933334,7.5,6.574494949666668,7.51,7.5,6.5,7.11,5.0,5.0,5.5,9.0,16.0,2008,Masculino,2024,Agata,Pública,,,,,,,,
RA-164,2024,5L,5,Fase 7 (3° EM),-2,6.837125731066667,9.585,8.084795321666666,6.26,6.25,5.666666666666667,6.886666667,5.0,6.0,2.0,9.0,17.0,2006,Masculino,2021,Agata,Privada,Ágata,Ágata,Ágata,Quartzo,6.775990920062696,5.638666667,,
RA-165,2024,5L,5,Fase 5 (1° EM),0,8.4627502436,7.5,9.431042884999998,7.51,7.96875,8.5,7.893333333,10.0,10.0,7.5,8.0,16.0,2008,Feminino,2021,Topázio,Privada - Programa de Apadrinhamento,Ametista,Ametista,Topázio,Ametista,8.063313842911878,7.583433333,,
RA-1615,2024,5M,5,Fase 5 (1° EM),0,8.417533333333333,7.917,9.833333333333334,7.51,7.5,8.333333333333334,7.4575,10.0,8.0,7.0,10.0,15.0,2008,Feminino,2024,Topázio,Pública,,,,,,,,
RA-1616,2024,5M,5,Fase 6 (2° EM),-1,7.147738235266668,8.334,8.436274509666667,7.51,7.1875,6.166666666666667,7.12,5.0,5.5,6.5,6.5,17.0,2007,Feminino,2024,Ametista,Pública,,,,,,,,
RA-271,2024,5M,5,Fase 6 (2° EM),-1,7.400633333333334,9.168,8.958333333333334,6.26,7.5,7.333333333333333,6.7475,5.0,5.0,7.5,9.5,17.0,2007,Feminino,2022,Ametista,Pública,,,Ametista,Agata,7.254680434997751,6.140333333,,
RA-316,2024,5M,5,Fase 5 (1° EM),0,8.708925,9.168,10.0,7.51,7.65625,8.0,8.3775,10.0,8.5,7.0,8.5,15.0,2008,Feminino,2022,Topázio,Privada - Programa de Apadrinhamento,,,Ametista,Topázio,7.8888911111111115,8.436908333,,
RA-286,2024,5M,5,Fase 6 (2° EM),-1,5.123180882333333,6.666,4.031862745000001,6.26,7.34375,3.1666666666666665,5.7825,5.0,5.0,0.0,4.5,16.0,2007,Feminino,2022,Quartzo,Pública,,,Quartzo,Quartzo,5.423826381118881,5.713333333,,
RA-320,2024,5M,5,Fase 5 (1° EM),0,8.442258333333335,9.168,10.0,7.51,7.65625,6.666666666666667,8.3775,10.0,7.5,5.5,7.0,15.0,2008,Feminino,2022,Topázio,Privada - Programa de Apadrinhamento,,,Ametista,Topázio,7.897223888888889,8.393508333,,
RA-1207,2024,5M,5,Fase 6 (2° EM),-1,6.509169736866667,8.334,6.581140350999999,7.51,7.34375,5.333333333333333,6.5375,5.0,4.5,1.5,10.0,16.0,2008,Feminino,2023,Agata,Pública,,,,Ametista,,7.58235,,
RA-1617,2024,5M,5,Fase 6 (2° EM),-1,4.926285714266666,0.0,5.571428571333333,7.51,6.875,3.25,6.1175,5.0,0.5,6.0,,16.0,2008,Feminino,2024,Quartzo,Pública,,,,,,,,
RA-158,2024,5M,5,Fase 5 (1° EM),0,6.855159259266667,8.334,7.796296296333334,6.26,6.875,4.0,6.745,10.0,2.5,1.5,8.0,15.0,2009,Feminino,2021,Agata,Privada - Programa de Apadrinhamento,Ametista,Ametista,Ametista,Ametista,7.302153111111111,7.297425,,
RA-306,2024,5M,5,Fase 6 (2° EM),-1,6.1661539474,7.917,7.699561403666666,7.51,7.34375,2.8333333333333335,6.4125,5.0,3.5,1.5,3.5,16.0,2008,Feminino,2021,Agata,Pública,,Ametista,Ágata,Quartzo,6.427354572463768,5.732375,,
RA-1618,2024,5M,5,Fase 6 (2° EM),-1,7.0487660130666665,8.334,7.908496732000001,7.51,7.5,6.333333333333333,6.83,5.0,5.0,7.0,7.0,17.0,2007,Masculino,2024,Ametista,Pública,,,,,,,,
RA-308,2024,5M,5,Fase 4 (9° ano),1,7.489282456133334,7.083,8.714912280666667,5.635,7.5,6.5,7.1225,10.0,5.5,7.0,7.0,15.0,2009,Masculino,2021,Ametista,Pública,Ametista,Ametista,Ágata,Agata,6.929611095238096,6.578558333,,
RA-1619,2024,5M,5,Fase 4 (9° ano),1,7.393951851866667,7.501,9.259259259333334,7.51,7.5,4.25,7.205,10.0,4.0,4.5,,15.0,2009,Masculino,2024,Ametista,Pública,,,,,,,,
RA-299,2024,5N,5,Fase 4 (9° ano),1,8.177186956533333,8.751,8.963768115999999,6.26,7.5,8.166666666666666,7.5,10.0,8.0,7.5,9.0,15.0,2009,Feminino,2021,Topázio,Privada - Programa de Apadrinhamento,Topázio,Ametista,Ametista,Agata,7.278024793650793,6.796541667,,
RA-251,2024,5N,5,Fase 6 (2° EM),-1,6.7135006212,8.751,8.612836439,5.63,6.875,4.5,7.326666667,5.0,4.0,2.5,7.0,16.0,2007,Masculino,2021,Agata,Pública,Ametista,Ametista,Ágata,Agata,7.0217378212853765,6.665208333,,
RA-157,2024,5N,5,Fase 4 (9° ano),1,8.950566666733334,8.334,10.0,6.26,8.125,9.666666666666666,8.726666667,10.0,10.0,9.0,10.0,14.0,2010,Feminino,2021,Topázio,Privada - Programa de Apadrinhamento,Ametista,Topázio,Topázio,Ametista,8.31659788888889,7.879008333,,
RA-1620,2024,5N,5,Fase 6 (2° EM),-1,6.652766666666667,8.751,6.666666666666667,7.51,7.5,5.166666666666667,7.05,5.0,5.5,7.0,3.0,16.0,2007,Masculino,2024,Agata,Pública,,,,,,,,
RA-321,2024,5N,5,Fase 4 (9° ano),1,8.125807932933334,7.917,9.534706331,6.26,8.125,7.166666666666667,7.776666667,10.0,6.0,6.0,9.5,14.0,2010,Feminino,2022,Topázio,Pública,,,Ametista,Ametista,7.792205060606061,7.695233333,,
RA-1195,2024,5N,5,Fase 7 (3° EM),-2,7.5085144926666665,9.585,9.855072463666666,5.63,7.5,6.166666666666667,7.663333333,5.0,8.0,5.0,5.5,18.0,2006,Feminino,2022,Ametista,Pública,,,,Quartzo,,5.677291667,,
RA-1200,2024,5N,5,Fase 6 (2° EM),-1,5.6415838956,7.917,7.099419478000001,6.26,7.5,1.5,6.27,5.0,0.0,4.5,0.0,16.0,2007,Feminino,2023,Quartzo,Pública,,,,Quartzo,,5.711166667,,
RA-278,2024,5N,5,Fase 4 (9° ano),1,8.907314492800001,9.168,9.855072463666666,7.51,8.125,9.333333333333334,7.946666667,10.0,9.0,9.0,10.0,14.0,2010,Masculino,2021,Topázio,Privada - Programa de Apadrinhamento,Ametista,Topázio,Ametista,Ametista,7.740831693121693,7.1935,,
RA-85,2024,5N,5,Fase 7 (3° EM),-2,6.999509385733333,8.334,8.668046928999999,3.755,6.25,7.666666666666667,6.993333333,5.0,9.0,4.5,9.5,17.0,2007,Masculino,2022,Agata,Pública,,,Ágata,Ametista,6.243027512820514,7.08435,,
RA-279,2024,5N,5,Fase 4 (9° ano),1,9.113133333366667,9.168,10.0,7.51,8.333333333,9.333333333333334,8.726666667,10.0,10.0,8.0,10.0,15.0,2009,Masculino,2021,Topázio,Privada - Programa de Apadrinhamento,Topázio,Topázio,Topázio,Topázio,8.815164203703704,9.006266667,,
RA-1621,2024,5N,5,Fase 6 (2° EM),-1,8.107033333366667,7.917,10.0,6.26,8.333333333,8.333333333333334,8.446666667,5.0,7.5,7.5,10.0,17.0,2007,Feminino,2024,Topázio,Pública,,,,,,,,
RA-280,2024,5N,5,Fase 4 (9° ano),1,8.822714492700001,7.917,9.855072463666666,6.26,8.333333333,9.333333333333334,8.67,10.0,10.0,8.0,10.0,15.0,2009,Feminino,2021,Topázio,Privada - Programa de Apadrinhamento,,Topázio,Ametista,Topázio,8.045898786731787,8.189225,,
RA-1201,2024,5N,5,Fase 6 (2° EM),-1,8.376195238033333,8.751,9.523809523666666,7.51,8.333333333,9.0,8.56,5.0,9.0,8.0,10.0,16.0,2008,Masculino,2023,Topázio,Pública,,,,Topázio,,8.378008333,,
RA-1622,2024,5N,5,Fase 6 (2° EM),-1,8.429066666633334,8.334,10.0,7.51,8.333333333,9.666666666666666,7.89,5.0,10.0,9.0,10.0,16.0,2007,Feminino,2024,Topázio,Pública,,,,,,,,
RA-132,2024,6A,6,Fase 6 (2° EM),0,8.4746321428,8.334,8.380952380666665,7.51,8.59375,8.333333333333334,8.44,10.0,7.0,8.0,10.0,16.0,2008,Feminino,2021,Topázio,Privada - Programa de Apadrinhamento,Topázio,Ametista,Topázio,Ametista,8.354717840548341,7.350625,,
RA-42,2024,6A,6,Fase 7 (3° EM),-1,7.656628769866667,9.168,9.682539682666667,5.635,6.796875,8.166666666666666,7.134,5.0,9.0,7.5,8.0,17.0,2007,Masculino,2021,Ametista,Pública,Topázio,Ametista,Ágata,Agata,6.719708994708995,6.794516667,,
RA-1623,2024,6A,6,Fase 6 (2° EM),0,7.7609537037333345,9.168,8.518518518666667,6.26,7.8125,6.0,7.666,10.0,5.5,2.5,10.0,17.0,2007,Masculino,2024,Ametista,Pública,,,,,,,,
RA-106,2024,6A,6,Fase 6 (2° EM),0,7.721664285733334,9.168,8.761904762,5.635,7.8125,5.666666666666667,7.872,10.0,7.0,3.5,6.5,16.0,2007,Feminino,2021,Ametista,Privada - Programa de Apadrinhamento,Topázio,Ametista,Ametista,Ametista,7.9733816513168145,7.769658333,,
RA-123,2024,6A,6,Fase 7 (3° EM),-1,6.887248015866668,7.5,8.412698412666666,5.635,6.71875,7.166666666666667,6.43,5.0,6.5,5.5,9.5,18.0,2006,Masculino,2021,Agata,Privada - Programa de Apadrinhamento,Ametista,Ametista,Ametista,Agata,7.0841091954022986,6.068333333,,
RA-125,2024,6A,6,Fase 7 (3° EM),-1,6.627079761933334,8.334,5.6428571430000005,7.51,7.34375,6.166666666666667,7.232,5.0,3.0,7.0,8.5,17.0,2007,Feminino,2022,Agata,Privada,,,Ametista,Agata,7.619179857540927,6.989633333,,
RA-1624,2024,6A,6,Fase 7 (3° EM),-1,7.743213492066667,7.917,9.460317460333334,7.51,7.8125,7.5,7.636,5.0,8.0,5.5,9.0,18.0,2006,Feminino,2024,Ametista,Concluiu o 3º EM,,,,,,,,
RA-1625,2024,6A,6,Fase 6 (2° EM),0,6.888194089266667,7.5,7.112887113,7.51,7.1875,4.333333333333333,6.896,10.0,3.0,2.0,8.0,17.0,2007,Masculino,2024,Agata,Pública,,,,,,,,
